RT,accuracy,aff_lum,block_count,boxHeight,boxWidth,cat,catch_trial,comp,contrast_side,corrDirection,corrDirectionMask,correct_response,cutoff_warning_msg,dev_for_warning,durationFix1,durationFix2,durationFix3,eTimeSacc1,eTimeSacc2,eTimeSacc3,endX1,endX1Corr,endX1CorrDegrees,endX1CorrMask,endX1CorrMaskDegrees,endX1CorrMaskNorm,endX1CorrNorm,endX1CorrNormToContrast,endX1CorrNormToHandle,endX1Degrees,endX1Norm,endX1NormToContrast,endX1NormToHandle,endX2,endX2Corr,endX2CorrDegrees,endX2CorrMask,endX2CorrMaskDegrees,endX2CorrMaskNorm,endX2CorrNorm,endX2CorrNormToContrast,endX2CorrNormToHandle,endX2Degrees,endX2Norm,endX2NormToContrast,endX2NormToHandle,endX3,endX3Corr,endX3CorrDegrees,endX3CorrMask,endX3CorrMaskDegrees,endX3CorrMaskNorm,endX3CorrNorm,endX3CorrNormToContrast,endX3CorrNormToHandle,endX3Degrees,endX3Norm,endX3NormToContrast,endX3NormToHandle,endXRaw1,endXRaw2,endXRaw3,endY1,endY1Corr,endY1CorrNorm,endY1Degrees,endY1Norm,endY2,endY2Corr,endY2CorrNorm,endY2Degrees,endY2Norm,endY3,endY3Corr,endY3CorrNorm,endY3Degrees,endY3Norm,endYRaw1,endYRaw2,endYRaw3,eye_used,file,fixCount,gap,gazeDur,handle_side,jitter_dur,large_fix_col,large_fix_size,latin_square_letter,mask_side,max_dev_fix,max_dev_object,max_samples,min_samples_fix,min_samples_object,n_blink,object,outlier,overall_rep,picture_name,refixProb,rep,response,response_hand,rtFromLanding,rtFromStim,sTimeSacc1,sTimeSacc2,sTimeSacc3,saccCount,saccDur1,saccDur2,saccDur3,saccLandingTime1,saccLandingTime2,saccLandingTime3,saccLat1,saccLat2,saccLat3,scale,scale_item,scaled_height,scaled_width,startX1,startX1Corr,startX1CorrDegrees,startX1CorrMask,startX1CorrMaskDegrees,startX1CorrMaskNorm,startX1CorrNorm,startX1Degrees,startX1Norm,startX2,startX2Corr,startX2CorrDegrees,startX2CorrMask,startX2CorrMaskDegrees,startX2CorrMaskNorm,startX2CorrNorm,startX2Degrees,startX2Norm,startX3,startX3Corr,startX3CorrDegrees,startX3CorrMask,startX3CorrMaskDegrees,startX3CorrMaskNorm,startX3CorrNorm,startX3Degrees,startX3Norm,startXRaw1,startXRaw2,startXRaw3,startY1,startY1Corr,startY1CorrNorm,startY1Degrees,startY1Norm,startY2,startY2Corr,startY2CorrNorm,startY2Degrees,startY2Norm,startY3,startY3Corr,startY3CorrNorm,startY3Degrees,startY3Norm,startYRaw1,startYRaw2,startYRaw3,stimOnset,subject_parity,symm,timestampFixOnset,timestampResponse,trialId,trial_count,visual_field,xCoG,xCoGMask,xFix1,xFix2,xFix3,xStimNormal,yCoG,yCoGMask,yCoGMaskZero,yCoGZero,yFix1,yFix2,yFix3,yStimNormal,y_stim,y_stim_degrees,driftCorr,exp,heavySide,half,sacc_dir
610.551551885,1.0,control,5.0,21.3333333333,176.333333333,kitchen,no,compatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,153,338,,2906834.0,2907009,,26.0,24.1847589548,0.73287148348,24.1847589548,0.73287148348,0.137153642466,0.137153642466,,0.137153642466,0.787878787879,0.147448015123,,0.147448015123,32.3,30.4847589548,0.923780574389,30.4847589548,0.923780574389,0.172881430746,0.172881430746,,0.172881430746,0.978787878788,0.183175803403,,0.183175803403,,,,,,,,,,,,,,538.0,544.3,,-7.6,0.22489626572,0.0105420124556,-0.230303030303,-0.35625,-25.8,-17.9751037343,-0.842582987544,-0.781818181818,-1.209375,,,,,,174.4,156.2,,undefined,00418.asc,2.0,overlap,491.0,right,348.245489516,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,knife,0.0,31.0,asymm_kitchen_knife,1.0,5.0,2.0,right,417.0,616.0,2906799.0,2906989,,2.0,35.0,20,,199.0,374,,164.0,354,,3.0,yes,180.0,240.0,1.1,-0.715241045173,-0.0216739710658,-0.715241045173,-0.0216739710658,-0.00405618740173,-0.00405618740173,0.0333333333333,0.0062381852552,13.4,11.5847589548,0.351053301661,11.5847589548,0.351053301661,0.0656980659064,0.0656980659064,0.406060606061,0.0759924385633,,,,,,,,,,513.1,525.4,,206.9,214.724896266,10.0652295125,6.2696969697,9.6984375,23.3,31.1248962657,1.45897951246,0.706060606061,1.0921875,,,,,,388.9,205.3,,2906635.0,even,asymm,2906275.0,2907251.0,15023.0,563.0,upper,1.81524104517,1.81524104517,17.2,24.8,,510.184758955,174.175103734,174.175103734,-7.82489626572,-7.82489626572,-183.5,-218.9,,182.0,202.0,5.0,True,004B,right__,second,558.4
718.235913655,1.0,control,5.0,24.0,181.333333333,kitchen,no,incompatible,control, 'correction towardsHandle', 'correction towardsHandle',2.0,85.0,150.0,300,343,,2917787.0,2918105,,16.0,37.7534568235,1.14404414617,37.7534568235,1.14404414617,0.208199210424,0.208199210424,,-0.208199210424,0.484848484848,0.0882352941176,,-0.0882352941176,42.8,64.5534568235,1.95616535829,64.5534568235,1.95616535829,0.355993328071,0.355993328071,,-0.355993328071,1.29696969697,0.236029411765,,-0.236029411765,,,,,,,,,,,,,,528.0,554.8,,13.0,20.4402257957,0.851676074822,0.393939393939,0.541666666667,8.8,16.2402257957,0.676676074822,0.266666666667,0.366666666667,,,,,,165.0,160.8,,undefined,00418.asc,2.0,zero,643.0,left,343.641784527,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,sharpeningsteel,0.0,32.0,asymm_kitchen_sharpeningsteel,1.0,6.0,2.0,right,565.0,726.0,2917741.0,2918089,,2.0,46.0,16,,161.0,479,,115.0,463,,3.0,yes,180.0,240.0,2.9,24.6534568235,0.747074449198,24.6534568235,0.747074449198,0.135956563365,0.135956563365,0.0878787878788,0.0159926470588,3.0,24.7534568235,0.750104752229,24.7534568235,0.750104752229,0.136508033953,0.136508033953,0.0909090909091,0.0165441176471,,,,,,,,,,514.9,515.0,,224.9,232.340225796,9.68084274149,6.81515151515,9.37083333333,17.1,24.5402257957,1.02250940816,0.518181818182,0.7125,,,,,,376.9,169.1,,2917626.0,even,asymm,2917276.0,2918352.0,15026.0,566.0,upper,-21.7534568235,-21.7534568235,5.9,36.6,,533.753456824,144.559774204,144.559774204,-7.44022579572,-7.44022579572,-216.2,-221.1,,152.0,232.0,6.0,True,004B,left__,second,549.0
606.148677616,1.0,control,5.0,24.0,176.0,garage,no,compatible,control, 'correction towardsHandle', 'correction towardsHandle',1.0,85.0,150.0,169,344,,2929765.0,2929956,,11.2,35.7764355818,1.08413441157,35.7764355818,1.08413441157,0.203275202169,0.203275202169,,-0.203275202169,0.339393939394,0.0636363636364,,-0.0636363636364,35.6,60.1764355818,1.82352835096,60.1764355818,1.82352835096,0.341911565806,0.341911565806,,-0.341911565806,1.07878787879,0.202272727273,,-0.202272727273,,,,,,,,,,,,,,523.2,547.6,,5.0,8.09725987834,0.337385828264,0.151515151515,0.208333333333,-1.4,1.69725987834,0.0707191615976,-0.0424242424242,-0.0583333333333,,,,,,162.0,155.6,,undefined,00418.asc,2.0,overlap,513.0,left,390.453054625,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel,0.0,33.0,asymm_garage_chisel,1.0,5.0,1.0,left,436.0,613.0,2929720.0,2929936,,2.0,45.0,20,,177.0,368,,132.0,348,,3.0,yes,180.0,240.0,2.8,27.3764355818,0.829588957025,27.3764355818,0.829588957025,0.155547929442,0.155547929442,0.0848484848485,0.0159090909091,4.6,29.1764355818,0.88413441157,29.1764355818,0.88413441157,0.165775202169,0.165775202169,0.139393939394,0.0261363636364,,,,,,,,,,514.8,516.6,,225.1,228.197259878,9.5082191616,6.82121212121,9.37916666667,-5.7,-2.60274012166,-0.108447505069,-0.172727272727,-0.2375,,,,,,382.1,151.3,,2929588.0,even,asymm,2929188.0,2930201.0,15029.0,569.0,upper,-24.5764355818,-24.5764355818,7.1,29.8,,536.576435582,153.902740122,153.902740122,-3.09725987834,-3.09725987834,-232.9,-222.7,,157.0,227.0,6.0,True,004B,left__,second,546.0
950.765951662,1.0,control,5.0,22.0,144.666666667,kitchen,no,compatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,220,334,,2951111.0,2951343,,1.4,2.16410274808,0.0655788711541,2.16410274808,0.0655788711541,0.0149592355858,0.0149592355858,,0.0149592355858,0.0424242424242,0.00967741935484,,0.00967741935484,-24.9,-24.1358972519,-0.731390825816,-24.1358972519,-0.731390825816,-0.166837999437,-0.166837999437,,-0.166837999437,-0.754545454545,-0.172119815668,,-0.172119815668,,,,,,,,,,,,,,513.4,487.1,,11.2,17.3935068806,0.790613949116,0.339393939394,0.509090909091,7.0,13.1935068806,0.599704858207,0.212121212121,0.318181818182,,,,,,211.2,207.0,,undefined,00418.asc,2.0,overlap,554.0,right,401.972718108,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,peeler,0.0,32.0,asymm_kitchen_peeler,1.0,6.0,2.0,right,786.0,957.0,2951067.0,2951333,,2.0,44.0,10,,171.0,403,,127.0,393,,3.0,yes,180.0,240.0,1.6,2.36410274808,0.0716394772147,2.36410274808,0.0716394772147,0.0163417240651,0.0163417240651,0.0484848484848,0.0110599078341,-6.5,-5.73589725192,-0.17381506824,-5.73589725192,-0.17381506824,-0.039649059345,-0.039649059345,-0.19696969697,-0.044930875576,,,,,,,,,,513.6,505.5,,195.5,201.693506881,9.16788667639,5.92424242424,8.88636363636,22.3,28.4935068806,1.29515940366,0.675757575758,1.01363636364,,,,,,395.5,222.3,,2950940.0,even,asymm,2950530.0,2951897.0,15034.0,574.0,upper,-0.764102748085,-0.764102748085,-4.3,-24.6,,512.764102748,193.806493119,193.806493119,-6.19350688056,-6.19350688056,-167.9,-172.3,,200.0,184.0,5.0,True,004B,left__,second,595.2
984.633000414,1.0,control,0.0,29.3333333333,173.333333333,garage,no,compatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,129,357,280,398241.0,398399,398778,29.7,30.9057513206,0.936537918807,30.9057513206,0.936537918807,0.178302411465,0.178302411465,,-0.178302411465,0.9,0.171346153846,,-0.171346153846,55.1,56.3057513206,1.7062348885,56.3057513206,1.7062348885,0.324840873004,0.324840873004,,-0.324840873004,1.6696969697,0.317884615385,,-0.317884615385,28.9,30.1057513206,0.912295494565,30.1057513206,0.912295494565,0.17368702685,0.17368702685,,-0.17368702685,0.875757575758,0.166730769231,,-0.166730769231,541.7,567.1,540.9,-14.7,-13.4147538005,-0.45732115229,-0.445454545455,-0.501136363636,11.5,12.7852461995,0.435860665892,0.348484848485,0.392045454545,9.7,10.9852461995,0.374497029529,0.293939393939,0.330681818182,570.3,596.5,594.7,undefined,00415.asc,3.0,overlap,766.0,left,371.118854102,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel2,0.0,1.0,asymm_garage_chisel2,1.0,1.0,1.0,left,715.0,990.0,398194.0,398372,398758,3.0,47.0,27,20,275.0,433,812,228.0,406,792,3.0,yes,180.0,240.0,7.7,8.90575132064,0.269871252141,8.90575132064,0.269871252141,0.0513793345421,0.0513793345421,0.233333333333,0.0444230769231,24.3,25.5057513206,0.772901555171,25.5057513206,0.772901555171,0.147148565311,0.147148565311,0.736363636364,0.140192307692,58.9,60.1057513206,1.82138640366,60.1057513206,1.82138640366,0.346763949927,0.346763949927,1.78484848485,0.339807692308,519.7,536.3,570.9,-203.5,-202.2147538,-6.89368478865,-6.16666666667,-6.9375,-5.3,-4.01475380049,-0.136866606835,-0.160606060606,-0.180681818182,16.4,17.6852461995,0.602906120438,0.49696969697,0.559090909091,381.5,579.7,601.4,397966.0,odd,asymm,397585.0,398956.0,15632.0,8.0,lower,-1.20575132064,-1.20575132064,26.2,60.6,30.0,513.205751321,583.7147538,583.7147538,-1.28524619951,-1.28524619951,196.7,213.3,212.6,585.0,-201.0,-6.0,True,004B,left__,first,570.3
960.466736822,1.0,control,0.0,22.0,144.666666667,kitchen,no,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,135,315,364,402102.0,402269,402604,-3.1,-3.86410274808,-0.117094022669,-3.86410274808,-0.117094022669,-0.0267103876596,-0.0267103876596,,0.0267103876596,-0.0939393939394,-0.0214285714286,,0.0214285714286,19.6,18.8358972519,0.57078476521,18.8358972519,0.57078476521,0.130202054737,0.130202054737,,-0.130202054737,0.593939393939,0.135483870968,,-0.135483870968,56.4,55.6358972519,1.68593628036,55.6358972519,1.68593628036,0.384579934921,0.384579934921,,-0.384579934921,1.70909090909,0.389861751152,,-0.389861751152,508.9,531.6,568.4,18.6,24.7935068806,1.12697758548,0.563636363636,0.845454545455,0.1,6.29350688056,0.286068494571,0.0030303030303,0.00454545454546,-1.4,4.79350688056,0.217886676389,-0.0424242424242,-0.0636363636364,168.6,150.1,148.6,undefined,00415.asc,3.0,overlap,814.0,left,356.666641341,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,peeler,0.0,1.0,asymm_kitchen_peeler,1.0,1.0,2.0,right,769.0,965.0,402052.0,402239,402586,3.0,50.0,30,18,196.0,363,698,146.0,333,680,3.0,yes,180.0,240.0,-8.9,-9.66410274808,-0.292851598427,-9.66410274808,-0.292851598427,-0.0668025535582,-0.0668025535582,-0.269696969697,-0.0615207373272,-5.5,-6.26410274808,-0.189821295397,-6.26410274808,-0.189821295397,-0.0433002494107,-0.0433002494107,-0.166666666667,-0.0380184331797,28.1,27.3358972519,0.828360522785,27.3358972519,0.828360522785,0.188957815105,0.188957815105,0.851515151515,0.194239631336,503.1,506.5,540.1,241.9,248.093506881,11.2769775855,7.3303030303,10.9954545455,2.1,8.29350688056,0.37697758548,0.0636363636364,0.0954545454545,-2.4,3.79350688056,0.172432130935,-0.0727272727273,-0.109090909091,391.9,152.1,147.6,401906.0,odd,asymm,401546.0,402871.0,15633.0,9.0,upper,0.764102748085,0.764102748085,-6.9,27.4,44.2,511.235897252,143.806493119,143.806493119,-6.19350688056,-6.19350688056,-229.4,-233.1,-233.9,150.0,234.0,6.0,True,004B,right__,first,552.6
638.179298923,1.0,control,0.0,27.0,184.333333333,kitchen,no,compatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,109,208,193,418458.0,418594,418827,-15.0,-1.54213200572,-0.0467312729006,-1.54213200572,-0.0467312729006,-0.00836599641439,-0.00836599641439,,-0.00836599641439,-0.454545454545,-0.0813743218807,,-0.0813743218807,-53.3,-39.8421320057,-1.20733733351,-39.8421320057,-1.20733733351,-0.21614176495,-0.21614176495,,-0.21614176495,-1.61515151515,-0.289150090416,,-0.289150090416,16.5,29.9578679943,0.907814181645,29.9578679943,0.907814181645,0.162520079535,0.162520079535,,0.162520079535,0.5,0.0895117540687,,0.0895117540687,497.0,458.7,528.5,12.1,19.3922928151,0.718233067224,0.366666666667,0.448148148148,8.3,15.5922928151,0.577492326483,0.251515151515,0.307407407407,2.4,9.69229281505,0.358973807965,0.0727272727273,0.0888888888889,616.1,612.3,606.4,undefined,00415.asc,3.0,overlap,510.0,right,410.185779306,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon,0.0,1.0,asymm_kitchen_spoon,1.0,1.0,2.0,right,465.0,645.0,418416.0,418569,418804,3.0,42.0,25,23,180.0,316,549,138.0,291,526,3.0,yes,180.0,240.0,-3.7,9.75786799428,0.295692969524,9.75786799428,0.295692969524,0.0529359927357,0.0529359927357,-0.112121212121,-0.0200723327306,-16.2,-2.74213200572,-0.0830949092642,-2.74213200572,-0.0830949092642,-0.0148759421648,-0.0148759421648,-0.490909090909,-0.0878842676311,-57.4,-43.9421320057,-1.33157975775,-43.9421320057,-1.33157975775,-0.238384079597,-0.238384079597,-1.73939393939,-0.311392405063,508.3,495.8,454.6,-222.5,-215.207707185,-7.97065582166,-6.74242424242,-8.24074074074,5.8,13.0922928151,0.484899733891,0.175757575758,0.214814814815,2.3,9.59229281505,0.355270104261,0.069696969697,0.0851851851852,381.5,609.8,606.3,418278.0,odd,asymm,417858.0,418923.0,15637.0,13.0,lower,-13.4578679943,-13.4578679943,-13.4,-57.1,13.5,525.457867994,596.707707185,596.707707185,-7.29229281505,-7.29229281505,226.4,224.1,228.4,604.0,-220.0,-7.0,True,004B,left__,first,616.1
785.783570469,1.0,control,0.0,24.0,176.0,garage,no,compatible,control, 'correction towardsHandle', 'correction towardsHandle',1.0,85.0,150.0,142,399,125,422162.0,422327,422745,12.2,36.7764355818,1.11443744187,36.7764355818,1.11443744187,0.208957020351,0.208957020351,,-0.208957020351,0.369696969697,0.0693181818182,,-0.0693181818182,67.5,92.0764355818,2.79019501763,92.0764355818,2.79019501763,0.523161565806,0.523161565806,,-0.523161565806,2.04545454545,0.383522727273,,-0.383522727273,24.0,48.5764355818,1.47201319945,48.5764355818,1.47201319945,0.276002474897,0.276002474897,,-0.276002474897,0.727272727273,0.136363636364,,-0.136363636364,524.2,579.5,536.0,-4.9,-1.80274012166,-0.0751141717358,-0.148484848485,-0.204166666667,-26.2,-23.1027401217,-0.962614171736,-0.793939393939,-1.09166666667,-27.9,-24.8027401217,-1.03344750507,-0.845454545455,-1.1625,202.1,180.8,179.1,undefined,00415.asc,3.0,overlap,666.0,left,423.883866216,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel,0.0,2.0,asymm_garage_chisel,1.0,2.0,1.0,left,608.0,792.0,422119.0,422306,422728,3.0,43.0,21,17,184.0,349,767,141.0,328,750,3.0,yes,180.0,240.0,-0.9,23.6764355818,0.717467744904,23.6764355818,0.717467744904,0.134525202169,0.134525202169,-0.0272727272727,-0.00511363636364,6.2,30.7764355818,0.932619260055,30.7764355818,0.932619260055,0.17486611126,0.17486611126,0.187878787879,0.0352272727273,70.0,94.5764355818,2.86595259339,94.5764355818,2.86595259339,0.53736611126,0.53736611126,2.12121212121,0.397727272727,511.1,518.2,582.0,144.9,147.997259878,6.16655249493,4.39090909091,6.0375,-13.7,-10.6027401217,-0.441780838402,-0.415151515152,-0.570833333333,-25.6,-22.5027401217,-0.937614171736,-0.775757575758,-1.06666666667,351.9,193.3,181.4,421978.0,odd,asymm,421548.0,422770.0,15638.0,14.0,upper,-24.5764355818,-24.5764355818,8.1,68.6,26.5,536.576435582,203.902740122,203.902740122,-3.09725987834,-3.09725987834,-189.5,-202.6,-201.7,207.0,177.0,5.0,True,004B,left__,first,586.1
499.856309501,1.0,control,0.0,64.3333333333,165.666666667,garage,no,incompatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,113,294,,430311.0,430441,,20.4,69.6380396484,2.11024362571,69.6380396484,2.11024362571,0.42035033993,0.42035033993,,0.42035033993,0.618181818182,0.123138832998,,0.123138832998,-11.7,37.5380396484,1.13751635298,37.5380396484,1.13751635298,0.226587764478,0.226587764478,,0.226587764478,-0.354545454545,-0.0706237424547,,-0.0706237424547,,,,,,,,,,,,,,532.4,500.3,,37.4,31.5495749726,0.490407901128,1.13333333333,0.581347150259,17.2,11.3495749726,0.176418263823,0.521212121212,0.267357512953,,,,,,630.4,610.2,,undefined,00415.asc,2.0,overlap,407.0,right,365.467710258,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,hammer,0.0,1.0,asymm_garage_hammer,1.0,1.0,1.0,left,314.0,506.0,430270.0,430426,,2.0,41.0,15,,192.0,322,,151.0,307,,3.0,yes,180.0,240.0,13.9,63.1380396484,1.91327392874,63.1380396484,1.91327392874,0.381114927455,0.381114927455,0.421212121212,0.0839034205231,27.0,76.2380396484,2.31024362571,76.2380396484,2.31024362571,0.460189374135,0.460189374135,0.818181818182,0.162977867203,,,,,,,,,,525.9,539.0,,-219.3,-225.150425027,-3.49974753929,-6.64545454545,-3.40880829016,33.4,27.5495749726,0.428231735325,1.01212121212,0.519170984456,,,,,,373.7,626.4,,430119.0,odd,asymm,429749.0,430625.0,15640.0,16.0,lower,-49.2380396484,-49.2380396484,27.6,-8.5,,561.238039648,598.850425027,598.850425027,5.8504250274,5.8504250274,240.7,222.8,,593.0,-209.0,-7.0,True,004B,left__,first,630.4
637.381676198,1.0,control,0.0,32.3333333333,176.333333333,garage,no,incompatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,244,266,,441160.0,441426,,-9.3,23.9045987775,0.724381781135,23.9045987775,0.724381781135,0.135564832386,0.135564832386,,0.135564832386,-0.281818181818,-0.052741020794,,-0.052741020794,-17.0,16.2045987775,0.491048447802,16.2045987775,0.491048447802,0.0918975356,0.0918975356,,0.0918975356,-0.515151515152,-0.0964083175803,,-0.0964083175803,,,,,,,,,,,,,,502.7,495.0,,-3.3,-3.47298096491,-0.10741178242,-0.1,-0.10206185567,-10.2,-10.3729809649,-0.320813844275,-0.309090909091,-0.315463917526,,,,,,210.7,203.8,,undefined,00415.asc,2.0,zero,510.0,right,459.214158749,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,0.0,2.0,asymm_garage_paintbrush,1.0,2.0,1.0,left,434.0,644.0,441117.0,441406,,2.0,43.0,20,,210.0,476,,167.0,456,,3.0,yes,180.0,240.0,-14.9,18.3045987775,0.554684811438,18.3045987775,0.554684811438,0.10380679836,0.10380679836,-0.451515151515,-0.0844990548204,-9.8,23.4045987775,0.709230265984,23.4045987775,0.709230265984,0.132729293634,0.132729293634,-0.29696969697,-0.0555765595463,,,,,,,,,,497.1,502.2,,165.3,165.127019035,5.10702120727,5.00909090909,5.11237113402,-19.2,-19.3729809649,-0.599164359739,-0.581818181818,-0.59381443299,,,,,,379.3,194.8,,440950.0,odd,asymm,440480.0,441594.0,15643.0,19.0,upper,-33.2045987775,-33.2045987775,-9.9,-14.8,,545.204598777,214.172980965,214.172980965,0.172980964907,0.172980964907,-186.0,-180.9,,214.0,170.0,5.0,True,004B,left__,first,594.7
573.925412561,1.0,control,0.0,66.6666666667,162.666666667,garage,no,incompatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,508,,,456150.0,,,26.9,63.3525052012,1.91977288488,63.3525052012,1.91977288488,0.389462122138,0.389462122138,,0.389462122138,0.815151515152,0.165368852459,,0.165368852459,,,,,,,,,,,,,,,,,,,,,,,,,,,538.9,,,0.1,-0.316775653024,-0.00475163479536,0.0030303030303,0.0015,,,,,,,,,,,165.1,,,undefined,00415.asc,1.0,overlap,508.0,right,428.560091617,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,mallet,0.0,2.0,asymm_garage_mallet,0.0,2.0,1.0,left,390.0,578.0,456106.0,,,1.0,44.0,,,188.0,,,144.0,,,3.0,yes,180.0,240.0,4.5,40.9525052012,1.2409850061,40.9525052012,1.2409850061,0.251757204106,0.251757204106,0.136363636364,0.0276639344262,,,,,,,,,,,,,,,,,,,516.5,,,214.1,213.683224347,3.2052483652,6.48787878788,3.2115,,,,,,,,,,,379.1,,,455962.0,odd,asymm,455532.0,456540.0,15647.0,23.0,upper,-36.4525052012,-36.4525052012,18.0,,,548.452505201,165.416775653,165.416775653,0.416775653024,0.416775653024,-221.8,,,165.0,219.0,6.0,True,004B,left__,first,549.1
631.79803806,1.0,control,0.0,32.3333333333,187.0,kitchen,no,compatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,519,,,483978.0,,,-0.5,31.6684136693,0.959648899068,31.6684136693,0.959648899068,0.169349805718,0.169349805718,,0.169349805718,-0.0151515151515,-0.00267379679144,,-0.00267379679144,,,,,,,,,,,,,,,,,,,,,,,,,,,511.5,,,35.2,36.2487213951,1.12109447614,1.06666666667,1.08865979381,,,,,,,,,,,237.2,,,undefined,00415.asc,1.0,zero,519.0,right,385.673177323,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,fork,0.0,1.0,asymm_kitchen_fork,0.0,1.0,2.0,right,423.0,636.0,483935.0,,,1.0,43.0,,,213.0,,,170.0,,,3.0,yes,180.0,240.0,-2.8,29.3684136693,0.889951929371,29.3684136693,0.889951929371,0.157050340477,0.157050340477,-0.0848484848485,-0.0149732620321,,,,,,,,,,,,,,,,,,,509.2,,,188.5,189.548721395,5.86233158954,5.71212121212,5.82989690722,,,,,,,,,,,390.5,,,483765.0,odd,asymm,483375.0,484401.0,15654.0,30.0,upper,-32.1684136693,-32.1684136693,-9.7,,,544.168413669,200.951278605,200.951278605,-1.04872139513,-1.04872139513,-160.6,,,202.0,182.0,5.0,True,004B,left__,first,621.2
662.498109999,1.0,control,0.0,42.6666666667,176.0,kitchen,no,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,124,424,,500297.0,500455,,4.9,-7.12626300639,-0.21594736383,-7.12626300639,-0.21594736383,-0.0404901307182,-0.0404901307182,,0.0404901307182,0.148484848485,0.0278409090909,,-0.0278409090909,37.9,25.8737369936,0.78405263617,25.8737369936,0.78405263617,0.147009869282,0.147009869282,,-0.147009869282,1.14848484848,0.215340909091,,-0.215340909091,,,,,,,,,,,,,,516.9,549.9,,11.1,8.63524410567,0.202388533727,0.336363636364,0.26015625,-13.9,-16.3647558943,-0.383548966273,-0.421212121212,-0.32578125,,,,,,161.1,136.1,,undefined,00415.asc,2.0,zero,548.0,left,444.697583749,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon2,0.0,3.0,asymm_kitchen_spoon2,1.0,3.0,2.0,right,480.0,670.0,500247.0,500423,,2.0,50.0,32,,190.0,348,,140.0,316,,3.0,yes,180.0,240.0,3.4,-8.62626300639,-0.261401909285,-8.62626300639,-0.261401909285,-0.0490128579909,-0.0490128579909,0.10303030303,0.0193181818182,-8.0,-20.0262630064,-0.606856454739,-20.0262630064,-0.606856454739,-0.113785585264,-0.113785585264,-0.242424242424,-0.0454545454545,,,,,,,,,,515.4,504.0,,236.7,234.235244106,5.48988853373,7.17272727273,5.54765625,-8.4,-10.8647558943,-0.254642716273,-0.254545454545,-0.196875,,,,,,386.7,141.6,,500107.0,odd,asymm,499657.0,500777.0,15658.0,34.0,upper,12.0262630064,12.0262630064,-6.3,49.1,,499.973736994,152.464755894,152.464755894,2.46475589433,2.46475589433,-239.8,-242.6,,150.0,234.0,6.0,True,004B,right__,first,545.1
