_prepare,_run,aff_lum,align,background,blockNr,block_total,cal_beep,cal_target_size,canvas_backend,cat,catch,catch_trial,column_order,comp,compensation,content,coordinates,correct_garage,correct_garage_label,correct_kitchen,correct_kitchen_label,correct_response,count_CoG_dictionary,count_Description,count_block_loop,count_block_sequence,count_determine_CoG,count_display_fixation_and_stimulus,count_experiment,count_experimental_loop,count_extra_log_vars,count_eyelink_calibrate,count_get_block_properties,count_get_trial_properties,count_global_functions,count_global_variables,count_goodbye,count_logger,count_reset_feedback,count_suppress_warnings,count_trial_sequence,cutoff,cycles,description,dev_for_warning,duration,feedback_dur,fix_lost,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,handle_side,height,item,jitter,keyboard_backend,label1,label2,language,large_fix_col,large_fix_size,letter,mask_side,max_dev_fix,max_dev_object,max_samples,maxchar,min_samples_fix,min_samples_object,mouse_backend,note,nr_catch,object,offset,order,overall_rep,pict,practice,rep,repeat,repeat_cycle,response,response1,response2,response_goodbye,response_hand,response_time,response_time_goodbye,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,scale_stim,scaled_height,scaled_width,skip,start,subject_nr,subject_parity,symm,synth_backend,time_CoG_dictionary,time_Description,time_block_loop,time_block_sequence,time_determine_CoG,time_display_fixation_and_stimulus,time_experiment,time_experimental_loop,time_extra_log_vars,time_eyelink_calibrate,time_get_block_properties,time_get_trial_properties,time_global_functions,time_global_variables,time_goodbye,time_logger,time_reset_feedback,time_suppress_warnings,time_trial_sequence,timeout_dur,title,tracker_attached,trials_per_block,visual_field,width,xCoG,x_stim_corr,y_cen,y_fix,y_fix_normal,y_stim,y_stim_degrees
NA,NA,opposite,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,460,460,0,0,460,0,4,460,0,0,0,460,4,0,460,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,457.495625326,psycho,bouton 1,bouton 2,French,black,32,E,left,25,50,4000,NA,50,50,psycho,NA,8,mallet,NA,NA,25,asymm_garage_mallet,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,38.4177872267,-38.4177872267,384,0,384,180,5
NA,NA,control,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,461,461,0,0,461,0,4,461,0,0,0,461,4,0,461,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,418.271286065,psycho,bouton 1,bouton 2,French,black,32,D,control,25,50,4000,NA,50,50,psycho,NA,8,screwdriver,NA,NA,26,asymm_garage_screwdriver,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-53.8138704136,53.8138704136,384,0,384,-197,-6
NA,NA,control,NA,white,5,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,4,4,462,462,0,0,462,0,4,462,0,0,0,462,4,0,462,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,351.16144151,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,carrot,NA,NA,25,symm_kitchen_carrot,no,4,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,7.0531931784,-7.0531931784,384,0,384,-213,-7
NA,NA,opposite,NA,white,5,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,4,4,463,463,0,0,463,0,4,463,0,0,0,463,4,0,463,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,418.456091039,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,knife,NA,NA,26,asymm_kitchen_knife,no,6,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-3.1534946827,3.1534946827,384,0,384,-179,-6
NA,NA,control,NA,white,5,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,4,4,464,464,0,0,464,0,4,464,0,0,0,464,4,0,464,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,423.925125471,psycho,bouton 1,bouton 2,French,black,32,D,control,25,50,4000,NA,50,50,psycho,NA,8,fork,NA,NA,28,asymm_kitchen_fork,no,6,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,32.1684136693,-32.1684136693,384,0,384,-224,-7
NA,NA,opposite,NA,white,5,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,4,4,465,465,0,0,465,0,4,465,0,0,0,465,4,0,465,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,317.877189352,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,peeler,NA,NA,27,asymm_kitchen_peeler,no,5,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,0.4901505223,-0.4901505223,384,0,384,-186,-6
NA,NA,opposite,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,466,466,0,0,466,0,4,466,0,0,0,466,4,0,466,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,534.301303969,psycho,bouton 1,bouton 2,French,black,32,E,left,25,50,4000,NA,50,50,psycho,NA,8,wrench,NA,NA,26,asymm_garage_wrench,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,26.7202121273,-26.7202121273,384,0,384,-188,-6
NA,NA,overlap,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,467,467,0,0,467,0,4,467,0,0,0,467,4,0,467,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,441.954389791,psycho,bouton 1,bouton 2,French,black,32,F,left,25,50,4000,NA,50,50,psycho,NA,8,chisel2,NA,NA,26,asymm_garage_chisel2,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,13.2541324123,-13.2541324123,384,0,384,210,6
NA,NA,overlap,NA,white,5,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,4,4,468,468,0,0,468,0,4,468,0,0,0,468,4,0,468,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,294.328026423,psycho,bouton 1,bouton 2,French,black,32,F,left,25,50,4000,NA,50,50,psycho,NA,8,sharpeningsteel,NA,NA,26,asymm_kitchen_sharpeningsteel,no,5,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,31.0812605329,-31.0812605329,384,0,384,-202,-6
NA,NA,opposite,NA,white,5,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,4,4,469,469,0,0,469,0,4,469,0,0,0,469,4,0,469,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,343.174183248,psycho,bouton 1,bouton 2,French,black,32,E,left,25,50,4000,NA,50,50,psycho,NA,8,spoon,NA,NA,25,asymm_kitchen_spoon,no,5,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,20.2982223524,-20.2982223524,384,0,384,-188,-6
NA,NA,control,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,470,470,0,0,470,0,4,470,0,0,0,470,4,0,470,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,300.518435621,psycho,bouton 1,bouton 2,French,black,32,D,control,25,50,4000,NA,50,50,psycho,NA,8,leveller,NA,NA,27,symm_garage_leveller,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,3.8552939967,-3.8552939967,384,0,384,-216,-7
NA,NA,opposite,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,471,471,0,0,471,0,4,471,0,0,0,471,4,0,471,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,360.289797759,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,hammer,NA,NA,28,asymm_garage_hammer,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-47.7368632756,47.7368632756,384,0,384,-195,-6
NA,NA,control,NA,white,5,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,4,4,472,472,0,0,472,0,4,472,0,0,0,472,4,0,472,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,367.613311952,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,washingbrush,NA,NA,26,asymm_kitchen_washingbrush,no,5,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-30.890600737,30.890600737,384,0,384,182,5
NA,NA,overlap,NA,white,5,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,4,4,473,473,0,0,473,0,4,473,0,0,0,473,4,0,473,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,455.545392505,psycho,bouton 1,bouton 2,French,black,32,A,right,25,50,4000,NA,50,50,psycho,NA,8,roller,NA,NA,28,symm_kitchen_roller,no,6,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-8.2230146991,8.2230146991,384,0,384,193,5
NA,NA,overlap,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,474,474,0,0,474,0,4,474,0,0,0,474,4,0,474,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,470.698333505,psycho,bouton 1,bouton 2,French,black,32,A,right,25,50,4000,NA,50,50,psycho,NA,8,ruler,NA,NA,26,symm_garage_ruler,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-11.9365197342,11.9365197342,384,0,384,208,6
NA,NA,opposite,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,475,475,0,0,475,0,4,475,0,0,0,475,4,0,475,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,549.505865756,psycho,bouton 1,bouton 2,French,black,32,E,left,25,50,4000,NA,50,50,psycho,NA,8,screwdriver,NA,NA,27,asymm_garage_screwdriver,no,6,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-52.2942797261,52.2942797261,384,0,384,229,6
NA,NA,control,NA,white,5,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,4,4,476,476,0,0,476,0,4,476,0,0,0,476,4,0,476,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,426.643603394,psycho,bouton 1,bouton 2,French,black,32,D,control,25,50,4000,NA,50,50,psycho,NA,8,carrot,NA,NA,26,symm_kitchen_carrot,no,5,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-7.0531931784,7.0531931784,384,0,384,208,6
NA,NA,overlap,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,477,477,0,0,477,0,4,477,0,0,0,477,4,0,477,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,370.834856048,psycho,bouton 1,bouton 2,French,black,32,A,right,25,50,4000,NA,50,50,psycho,NA,8,chisel,NA,NA,28,asymm_garage_chisel,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-36.6160641938,36.6160641938,384,0,384,205,6
NA,NA,control,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,478,478,0,0,478,0,4,478,0,0,0,478,4,0,478,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,468.067743344,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,paintbrush,NA,NA,27,asymm_garage_paintbrush,no,6,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-33.2045987775,33.2045987775,384,0,384,189,5
NA,NA,overlap,NA,white,5,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,4,4,479,479,0,0,479,0,4,479,0,0,0,479,4,0,479,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,440.621021311,psycho,bouton 1,bouton 2,French,black,32,F,left,25,50,4000,NA,50,50,psycho,NA,8,mallet,NA,NA,26,asymm_garage_mallet,no,6,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-27.0870747767,27.0870747767,384,0,384,237,6
NA,NA,overlap,NA,white,6,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,5,5,480,480,0,0,480,0,5,480,0,0,0,480,5,0,480,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,420.378109379,psycho,bouton 1,bouton 2,French,black,32,A,left,25,50,4000,NA,50,50,psycho,NA,8,spoon,NA,NA,26,asymm_kitchen_spoon,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,0.746140124,-0.746140124,384,0,384,206,6
NA,NA,opposite,NA,white,6,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,5,5,481,481,0,0,481,0,5,481,0,0,0,481,5,0,481,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,421.316655912,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,paintbrush,NA,NA,28,asymm_garage_paintbrush,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-34.2252274893,34.2252274893,384,0,384,190,5
NA,NA,control,NA,white,6,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,5,5,482,482,0,0,482,0,5,482,0,0,0,482,5,0,482,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,370.841562311,psycho,bouton 1,bouton 2,French,black,32,D,control,25,50,4000,NA,50,50,psycho,NA,8,ruler,NA,NA,27,symm_garage_ruler,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-6.9911555367,6.9911555367,384,0,384,-189,-6
NA,NA,opposite,NA,white,6,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,5,5,483,483,0,0,483,0,5,483,0,0,0,483,5,0,483,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,420.3889142,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,chisel2,NA,NA,27,asymm_garage_chisel2,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-3.6930493496,3.6930493496,384,0,384,-172,-6
NA,NA,opposite,NA,white,6,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,5,5,484,484,0,0,484,0,5,484,0,0,0,484,5,0,484,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,377.025955593,psycho,bouton 1,bouton 2,French,black,32,E,left,25,50,4000,NA,50,50,psycho,NA,8,screwdriver,NA,NA,28,asymm_garage_screwdriver,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-52.2942797261,52.2942797261,384,0,384,211,6
NA,NA,overlap,NA,white,6,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,5,5,485,485,0,0,485,0,5,485,0,0,0,485,5,0,485,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,388.111466301,psycho,bouton 1,bouton 2,French,black,32,C,right,25,50,4000,NA,50,50,psycho,NA,8,hammer,NA,NA,29,asymm_garage_hammer,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,34.1420391711,-34.1420391711,384,0,384,-195,-6
NA,NA,opposite,NA,white,6,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,1,0,0,5,5,486,486,0,0,486,0,5,486,0,0,0,486,5,0,486,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,374.053940497,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,chisel,NA,NA,29,asymm_garage_chisel,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,22.7634398745,-22.7634398745,384,0,384,238,7
NA,NA,overlap,NA,white,6,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,5,5,487,487,0,0,487,0,5,487,0,0,0,487,5,0,487,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,292.190814713,psycho,bouton 1,bouton 2,French,black,32,C,right,25,50,4000,NA,50,50,psycho,NA,8,sharpeningsteel,NA,NA,27,asymm_kitchen_sharpeningsteel,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-31.0812605329,31.0812605329,384,0,384,-206,-7
NA,NA,control,NA,white,6,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,5,5,488,488,0,0,488,0,5,488,0,0,0,488,5,0,488,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,452.423726745,psycho,bouton 1,bouton 2,French,black,32,F,control,25,50,4000,NA,50,50,psycho,NA,8,roller,NA,NA,29,symm_kitchen_roller,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,2.5119474818,-2.5119474818,384,0,384,-199,-6
NA,NA,overlap,NA,white,6,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,5,5,489,489,0,0,489,0,5,489,0,0,0,489,5,0,489,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,379.087357363,psycho,bouton 1,bouton 2,French,black,32,C,right,25,50,4000,NA,50,50,psycho,NA,8,fork,NA,NA,29,asymm_kitchen_fork,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,26.9061044361,-26.9061044361,384,0,384,-190,-6
NA,NA,control,NA,white,6,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,5,5,490,490,0,0,490,0,5,490,0,0,0,490,5,0,490,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,312.160000089,psycho,bouton 1,bouton 2,French,black,32,F,control,25,50,4000,NA,50,50,psycho,NA,8,peeler,NA,NA,28,asymm_kitchen_peeler,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,0.7641027481,-0.7641027481,384,0,384,-238,-7
NA,NA,control,NA,white,6,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,1,bouton 1,2,bouton 2,2,0,0,5,5,491,491,0,0,491,0,5,491,0,0,0,491,5,0,491,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,432.107081269,psycho,bouton 1,bouton 2,French,black,32,F,control,25,50,4000,NA,50,50,psycho,NA,8,spoon2,NA,NA,28,asymm_kitchen_spoon2,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,12.0262630064,-12.0262630064,384,0,384,-234,-7
