RT,accuracy,aff_lum,block_count,boxHeight,boxWidth,cat,catch_trial,checkFixDotFailed,checkObjectFailed,comp,contrast_side,corrDirection,corrDirectionMask,correct_response,cutoff_warning_msg,dev_for_warning,durCheck1,durCheck2,durationFix1,durationFix2,durationFix3,durationFix4,eTimeSacc1,eTimeSacc2,eTimeSacc3,eTimeSacc4,endX1,endX1Corr,endX1CorrDegrees,endX1CorrMask,endX1CorrMaskDegrees,endX1CorrMaskNorm,endX1CorrNorm,endX1CorrNormToContrast,endX1CorrNormToHandle,endX1Degrees,endX1Norm,endX1NormToContrast,endX1NormToHandle,endX2,endX2Corr,endX2CorrDegrees,endX2CorrMask,endX2CorrMaskDegrees,endX2CorrMaskNorm,endX2CorrNorm,endX2CorrNormToContrast,endX2CorrNormToHandle,endX2Degrees,endX2Norm,endX2NormToContrast,endX2NormToHandle,endX3,endX3Corr,endX3CorrDegrees,endX3CorrMask,endX3CorrMaskDegrees,endX3CorrMaskNorm,endX3CorrNorm,endX3CorrNormToContrast,endX3CorrNormToHandle,endX3Degrees,endX3Norm,endX3NormToContrast,endX3NormToHandle,endX4,endX4Corr,endX4CorrDegrees,endX4CorrMask,endX4CorrMaskDegrees,endX4CorrMaskNorm,endX4CorrNorm,endX4CorrNormToContrast,endX4CorrNormToHandle,endX4Degrees,endX4Norm,endX4NormToContrast,endX4NormToHandle,endXRaw1,endXRaw2,endXRaw3,endXRaw4,endY1,endY1Corr,endY1CorrNorm,endY1Degrees,endY1Norm,endY2,endY2Corr,endY2CorrNorm,endY2Degrees,endY2Norm,endY3,endY3Corr,endY3CorrNorm,endY3Degrees,endY3Norm,endY4,endY4Corr,endY4CorrNorm,endY4Degrees,endY4Norm,endYRaw1,endYRaw2,endYRaw3,endYRaw4,eye_used,file,fixCount,gap,gazeDur,handle_side,jitter_dur,large_fix_col,large_fix_size,latin_square_letter,mask_side,max_dev_fix,max_dev_object,max_samples,min_samples_fix,min_samples_object,n_blink,object,outlier,overall_rep,picture_name,refixProb,rep,response,response_hand,rtFromLanding,rtFromStim,rtFromSuccess,sTimeSacc1,sTimeSacc2,sTimeSacc3,sTimeSacc4,saccCount,saccDur1,saccDur2,saccDur3,saccDur4,saccLandingTime1,saccLandingTime2,saccLandingTime3,saccLandingTime4,saccLat1,saccLat2,saccLat3,saccLat4,scale,scale_item,scaled_height,scaled_width,startX1,startX1Corr,startX1CorrDegrees,startX1CorrMask,startX1CorrMaskDegrees,startX1CorrMaskNorm,startX1CorrNorm,startX1Degrees,startX1Norm,startX2,startX2Corr,startX2CorrDegrees,startX2CorrMask,startX2CorrMaskDegrees,startX2CorrMaskNorm,startX2CorrNorm,startX2Degrees,startX2Norm,startX3,startX3Corr,startX3CorrDegrees,startX3CorrMask,startX3CorrMaskDegrees,startX3CorrMaskNorm,startX3CorrNorm,startX3Degrees,startX3Norm,startX4,startX4Corr,startX4CorrDegrees,startX4CorrMask,startX4CorrMaskDegrees,startX4CorrMaskNorm,startX4CorrNorm,startX4Degrees,startX4Norm,startXRaw1,startXRaw2,startXRaw3,startXRaw4,startY1,startY1Corr,startY1CorrNorm,startY1Degrees,startY1Norm,startY2,startY2Corr,startY2CorrNorm,startY2Degrees,startY2Norm,startY3,startY3Corr,startY3CorrNorm,startY3Degrees,startY3Norm,startY4,startY4Corr,startY4CorrNorm,startY4Degrees,startY4Norm,startYRaw1,startYRaw2,startYRaw3,startYRaw4,stimOnset,subject_parity,symm,timestampFixOnset,timestampResponse,trialId,trial_count,visual_field,xCoG,xCoGMask,xFix1,xFix2,xFix3,xFix4,xStimNormal,yCoG,yCoGMask,yCoGMaskZero,yCoGZero,yFix1,yFix2,yFix3,yFix4,yStimNormal,y_stim,y_stim_degrees,driftCorr,exp,heavySide,half,sacc_dir
680.032820806,1.0,control,5.0,22.0,144.666666667,kitchen,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',7.0,85.0,150.0,543.0,318.0,123.0,177,575,,25618098.0,25618253,25618454,,0.0,-0.764102748085,-0.0231546287298,-0.764102748085,-0.0231546287298,-0.005281816231,-0.005281816231,,0.005281816231,0.0,0.0,,-0,13.4,12.6358972519,0.382905977331,12.6358972519,0.382905977331,0.0873449118796,0.0873449118796,,-0.0873449118796,0.406060606061,0.0926267281106,,-0.0926267281106,37.7,36.9358972519,1.11926961369,36.9358972519,1.11926961369,0.25531726211,0.25531726211,,-0.25531726211,1.14242424242,0.260599078341,,-0.260599078341,,,,,,,,,,,,,,512.0,525.4,549.7,,-77.8,-71.6064931194,-3.25484059634,-2.35757575758,-3.53636363636,-36.2,-30.0064931194,-1.36393150543,-1.09696969697,-1.64545454545,-26.4,-20.2064931194,-0.918476959974,-0.8,-1.2,,,,,,479.2,520.8,530.6,,undefined,SS04.asc,3.0,overlap,875.0,left,443.956072028,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,peeler,0.0,34.0,asymm_kitchen_peeler,1.0,6.0,7.0,right,831.0,1000.0,682.0,25618056.0,25618223,25618432,,3.0,42.0,30,22,,169.0,324,525,,127.0,294,503,,3.0,yes,180.0,240.0,9.1,8.33589725192,0.252602947028,8.33589725192,0.252602947028,0.0576214095755,0.0576214095755,0.275757575758,0.0629032258065,-4.7,-5.46410274808,-0.165578871154,-5.46410274808,-0.165578871154,-0.0377702954937,-0.0377702954937,-0.142424242424,-0.0324884792627,12.8,12.0358972519,0.364724159149,12.0358972519,0.364724159149,0.0831974464418,0.0831974464418,0.387878787879,0.0884792626728,,,,,,,,,,521.1,507.3,524.8,,-171.9,-165.706493119,-7.53211332361,-5.20909090909,-7.81363636364,-58.0,-51.8064931194,-2.35484059634,-1.75757575758,-2.63636363636,-26.0,-19.8064931194,-0.900295141793,-0.787878787879,-1.18181818182,,,,,,385.1,499.0,531.0,,25617929.0,even,asymm,25617379.0,25618929.0,1744.0,574.0,lower,0.764102748085,0.764102748085,-3.8,16.1,36.3,,512.0,550.806493119,550.806493119,-6.19350688056,-6.19350688056,114.8,146.2,144.4,,557.0,-173.0,-6.0,True,004A,right__,second,479.2
284.892838399,1.0,control,5.0,21.3333333333,176.333333333,kitchen,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',7.0,85.0,150.0,517.0,338.0,157.0,342,,,25625277.0,25625447,,,1.4,-0.415241045173,-0.0125830619749,-0.415241045173,-0.0125830619749,-0.00235486415032,-0.00235486415032,,-0.00235486415032,0.0424242424242,0.00793950850662,,0.00793950850662,-0.8,-2.61524104517,-0.0792497286416,-2.61524104517,-0.0792497286416,-0.0148312346607,-0.0148312346607,,-0.0148312346607,-0.0242424242424,-0.00453686200378,,-0.00453686200378,,,,,,,,,,,,,,,,,,,,,,,,,,,513.4,511.2,,,-71.6,-63.7751037343,-2.98945798754,-2.1696969697,-3.35625,-24.9,-17.0751037343,-0.800395487544,-0.754545454545,-1.1671875,,,,,,,,,,,486.4,533.1,,,undefined,SS04.asc,2.0,zero,499.0,right,388.714649824,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,knife,0.0,31.0,asymm_kitchen_knife,1.0,6.0,7.0,right,418.0,625.0,287.0,25625233.0,25625436,,,2.0,44.0,11,,,207.0,377,,,163.0,366,,,3.0,yes,180.0,240.0,4.8,2.98475895483,0.0904472410554,2.98475895483,0.0904472410554,0.0169267993658,0.0169267993658,0.145454545455,0.0272211720227,-2.1,-3.91524104517,-0.118643668036,-3.91524104517,-0.118643668036,-0.0222036354169,-0.0222036354169,-0.0636363636364,-0.0119092627599,,,,,,,,,,,,,,,,,,,516.8,509.9,,,-172.9,-165.075103734,-7.73789548754,-5.23939393939,-8.1046875,-42.1,-34.2751037343,-1.60664548754,-1.27575757576,-1.9734375,,,,,,,,,,,385.1,515.9,,,25625070.0,even,asymm,25624550.0,25625695.0,1745.0,575.0,lower,1.81524104517,1.81524104517,-2.8,0.2,,,512.0,550.175103734,550.175103734,-7.82489626572,-7.82489626572,128.5,141.4,,,558.0,-174.0,-6.0,True,004A,right__,second,486.4
309.454079375,1.0,control,0.0,32.3333333333,187.0,kitchen,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,442.0,381.0,534.0,,,,6714339.0,,,,60.3,28.1315863307,0.852472313053,28.1315863307,0.852472313053,0.150436290539,0.150436290539,,-0.150436290539,1.82727272727,0.322459893048,,-0.322459893048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.3,,,,-29.2,-28.1512786049,-0.870658101182,-0.884848484848,-0.903092783505,,,,,,,,,,,,,,,,541.8,,,,undefined,PP13.asc,1.0,overlap,534.0,left,295.707872378,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,fork,0.0,1.0,asymm_kitchen_fork,0.0,1.0,2.0,right,441.0,696.0,315.0,6714300.0,,,,1.0,39.0,,,,255.0,,,,216.0,,,,3.0,yes,180.0,240.0,12.1,-20.0684136693,-0.608133747553,-20.0684136693,-0.608133747553,-0.107317720156,-0.107317720156,0.366666666667,0.0647058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.1,,,,-195.3,-194.251278605,-6.00777150324,-5.91818181818,-6.04020618557,,,,,,,,,,,,,,,,375.7,,,,6714084.0,odd,asymm,6713634.0,6714780.0,1755.0,3.0,lower,32.1684136693,32.1684136693,63.1,,,,512.0,569.951278605,569.951278605,-1.04872139513,-1.04872139513,173.7,,,,571.0,-187.0,-6.0,True,004A,right__,first,541.8
214.820865344,1.0,control,0.0,64.3333333333,165.666666667,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,521.0,374.0,408.0,,,,6718185.0,6718635,,,-13.5,35.7380396484,1.08297089844,35.7380396484,1.08297089844,0.215722573331,0.215722573331,,0.215722573331,-0.409090909091,-0.0814889336016,,-0.0814889336016,-2.8,46.4380396484,1.40721332268,46.4380396484,1.40721332268,0.280310098482,0.280310098482,,0.280310098482,-0.0848484848485,-0.0169014084507,,-0.0169014084507,,,,,,,,,,,,,,,,,,,,,,,,,,,498.5,509.2,,,34.9,29.0495749726,0.451547797502,1.05757575758,0.542487046632,-9.9,-15.7504250274,-0.244825259493,-0.3,-0.153886010363,,,,,,,,,,,620.9,576.1,,,undefined,PP13.asc,1.0,zero,408.0,right,397.666398159,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,hammer,0.0,1.0,asymm_garage_hammer,1.0,1.0,1.0,left,356.0,596.0,222.0,6718115.0,6718595,,,2.0,70.0,40,,,240.0,690,,,170.0,650,,,3.0,yes,180.0,240.0,13.5,62.7380396484,1.90115271662,62.7380396484,1.90115271662,0.378700440534,0.378700440534,0.409090909091,0.0814889336016,-34.8,14.4380396484,0.437516352983,14.4380396484,0.437516352983,0.0871511447592,0.0871511447592,-1.05454545455,-0.210060362173,,,,,,,,,,,,,,,,,,,525.5,477.2,,,-198.4,-204.250425027,-3.17487707296,-6.01212121212,-3.08393782383,-7.9,-13.7504250274,-0.213737176592,-0.239393939394,-0.122797927461,,,,,,,,,,,387.6,578.1,,,6717945.0,odd,asymm,6717415.0,6718541.0,1756.0,4.0,lower,-49.2380396484,-49.2380396484,-35.6,,,,512.0,591.850425027,591.850425027,5.8504250274,5.8504250274,203.6,,,,586.0,-202.0,-6.0,True,004A,left__,first,620.9
806.153259956,1.0,control,0.0,32.3333333333,176.333333333,garage,no,False,False,compatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,563.0,361.0,168.0,267,591,,6725767.0,6725955,6726232,,32.4,-0.804598777466,-0.0243817811353,-0.804598777466,-0.0243817811353,-0.00456294202722,-0.00456294202722,,0.00456294202722,0.981818181818,0.183742911153,,-0.183742911153,51.9,18.6954012225,0.566527309774,18.6954012225,0.566527309774,0.106023069315,0.106023069315,,-0.106023069315,1.57272727273,0.294328922495,,-0.294328922495,62.0,28.7954012225,0.872587915834,28.7954012225,0.872587915834,0.163300952113,0.163300952113,,-0.163300952113,1.87878787879,0.351606805293,,-0.351606805293,,,,,,,,,,,,,,544.4,563.9,574.0,,31.4,31.2270190351,0.965784093869,0.951515151515,0.971134020619,3.5,3.32701903509,0.102897495931,0.106060606061,0.10824742268,-8.7,-8.87298096491,-0.274422091698,-0.263636363636,-0.269072164948,,,,,,652.4,624.5,612.3,,undefined,PP13.asc,3.0,zero,1026.0,left,467.272923545,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,0.0,1.0,asymm_garage_paintbrush,1.0,1.0,1.0,left,953.0,1174.0,813.0,6725722.0,6725937,6726224,,3.0,45.0,18,8,,221.0,409,686,,176.0,391,678,,3.0,yes,180.0,240.0,4.8,-28.4045987775,-0.860745417499,-28.4045987775,-0.860745417499,-0.161084681158,-0.161084681158,0.145454545455,0.0272211720227,30.3,-2.90459877747,-0.0880181447717,-2.90459877747,-0.0880181447717,-0.0164722047871,-0.0164722047871,0.918181818182,0.171833648393,57.9,24.6954012225,0.748345491592,24.6954012225,0.748345491592,0.140049534343,0.140049534343,1.75454545455,0.328355387524,,,,,,,,,,516.8,542.3,569.9,,-238.2,-238.372980965,-7.37236023603,-7.21818181818,-7.36701030928,49.7,49.5270190351,1.53176347531,1.50606060606,1.53711340206,6.4,6.22701903509,0.19258821758,0.193939393939,0.19793814433,,,,,,382.8,670.7,627.4,,6725546.0,odd,asymm,6724976.0,6726720.0,1758.0,6.0,lower,33.2045987775,33.2045987775,32.8,55.5,65.8,,512.0,621.172980965,621.172980965,0.172980964907,0.172980964907,286.6,247.1,227.4,,621.0,-237.0,-7.0,True,004A,right__,first,652.4
580.281130935,1.0,control,0.0,42.6666666667,176.0,kitchen,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,528.0,364.0,126.0,427,224,,6746253.0,6746394,6746845,,21.4,33.4262630064,1.0129170608,33.4262630064,1.0129170608,0.1899219489,0.1899219489,,0.1899219489,0.648484848485,0.121590909091,,0.121590909091,-8.4,3.62626300639,0.10988675777,3.62626300639,0.10988675777,0.0206037670818,0.0206037670818,,0.0206037670818,-0.254545454545,-0.0477272727273,,-0.0477272727273,49.6,61.6262630064,1.86746251535,61.6262630064,1.86746251535,0.350149221627,0.350149221627,,0.350149221627,1.50303030303,0.281818181818,,0.281818181818,,,,,,,,,,,,,,533.4,503.6,561.6,,23.8,21.3352441057,0.500044783727,0.721212121212,0.5578125,34.0,31.5352441057,0.739107283727,1.0303030303,0.796875,16.6,14.1352441057,0.331294783727,0.50303030303,0.3890625,,,,,,645.8,656.0,638.6,,undefined,PP13.asc,3.0,overlap,777.0,right,400.484327936,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon2,0.0,1.0,asymm_kitchen_spoon2,1.0,1.0,2.0,right,717.0,952.0,588.0,6746212.0,6746381,6746823,,3.0,41.0,13,22,,235.0,376,827,,194.0,363,805,,3.0,yes,180.0,240.0,13.5,25.5262630064,0.773523121406,25.5262630064,0.773523121406,0.145035585264,0.145035585264,0.409090909091,0.0767045454545,19.1,31.1262630064,0.943220091103,31.1262630064,0.943220091103,0.176853767082,0.176853767082,0.578787878788,0.108522727273,-17.9,-5.87373699361,-0.177992030109,-5.87373699361,-0.177992030109,-0.0333735056455,-0.0333735056455,-0.542424242424,-0.101704545455,,,,,,,,,,525.5,531.1,494.1,,-221.0,-223.464755894,-5.23745521627,-6.69696969697,-5.1796875,48.9,46.4352441057,1.08832603373,1.48181818182,1.14609375,19.5,17.0352441057,0.399263533727,0.590909090909,0.45703125,,,,,,401.0,670.9,641.5,,6746018.0,odd,asymm,6745488.0,6746970.0,1763.0,11.0,lower,-12.0262630064,-12.0262630064,19.7,-13.0,47.1,,512.0,624.464755894,624.464755894,2.46475589433,2.46475589433,282.9,267.1,257.9,,622.0,-238.0,-7.0,True,004A,left__,first,645.8
334.065347594,1.0,control,0.0,66.6666666667,162.666666667,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,493.0,373.0,186.0,365,,,6757905.0,6758103,,,-21.0,15.4525052012,0.468257733369,15.4525052012,0.468257733369,0.0949949090236,0.0949949090236,,0.0949949090236,-0.636363636364,-0.129098360656,,-0.129098360656,-51.7,-15.2474947988,-0.462045296934,-15.2474947988,-0.462045296934,-0.0937345991731,-0.0937345991731,,-0.0937345991731,-1.56666666667,-0.317827868852,,-0.317827868852,,,,,,,,,,,,,,,,,,,,,,,,,,,491.0,460.3,,,17.3,16.883224347,0.253248365205,0.524242424242,0.2595,-2.7,-3.11677565302,-0.0467516347954,-0.0818181818182,-0.0405,,,,,,,,,,,190.3,170.3,,,undefined,PP13.asc,2.0,overlap,551.0,right,348.762181941,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,mallet,0.0,1.0,asymm_garage_mallet,1.0,1.0,1.0,left,469.0,715.0,342.0,6757859.0,6758093,,,2.0,46.0,10,,,246.0,444,,,200.0,434,,,3.0,yes,180.0,240.0,0.2,36.6525052012,1.11068197579,36.6525052012,1.11068197579,0.225322777876,0.225322777876,0.00606060606061,0.00122950819672,-24.9,11.5525052012,0.350075915187,11.5525052012,0.350075915187,0.0710194991875,0.0710194991875,-0.754545454545,-0.153073770492,,,,,,,,,,,,,,,,,,,512.2,487.1,,,198.0,197.583224347,2.9637483652,6.0,2.97,0.7,0.283224346976,0.00424836520464,0.0212121212121,0.0105,,,,,,,,,,,371.0,173.7,,,6757659.0,odd,asymm,6757159.0,6758374.0,1766.0,14.0,upper,-36.4525052012,-36.4525052012,-22.6,-46.3,,,512.0,173.416775653,173.416775653,0.416775653024,0.416775653024,-207.1,-212.2,,,173.0,211.0,6.0,True,004A,left__,first,574.3
241.135144581,1.0,control,0.0,32.3333333333,187.0,kitchen,no,False,False,compatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,563.0,326.0,170.0,299,,,6774227.0,6774411,,,-29.1,3.06841366925,0.0929822324015,3.06841366925,0.0929822324015,0.0164086292473,0.0164086292473,,0.0164086292473,-0.881818181818,-0.155614973262,,-0.155614973262,-40.2,-8.03158633075,-0.243381403962,-8.03158633075,-0.243381403962,-0.0429496595227,-0.0429496595227,,-0.0429496595227,-1.21818181818,-0.214973262032,,-0.214973262032,,,,,,,,,,,,,,,,,,,,,,,,,,,482.9,471.8,,,-26.1,-25.0512786049,-0.774781812522,-0.790909090909,-0.807216494845,-10.6,-9.55127860487,-0.295400369223,-0.321212121212,-0.327835051546,,,,,,,,,,,563.9,579.4,,,undefined,PP13.asc,2.0,zero,469.0,right,464.374925864,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,fork,0.0,2.0,asymm_kitchen_fork,1.0,2.0,2.0,right,387.0,573.0,247.0,6774196.0,6774399,,,2.0,31.0,12,,,186.0,370,,,155.0,358,,,3.0,yes,180.0,240.0,5.6,37.7684136693,1.14449738392,37.7684136693,1.14449738392,0.201970126574,0.201970126574,0.169696969697,0.0299465240642,-22.9,9.26841366925,0.28086102028,9.26841366925,0.28086102028,0.0495637094612,0.0495637094612,-0.693939393939,-0.122459893048,,,,,,,,,,,,,,,,,,,517.6,489.1,,,-199.9,-198.851278605,-6.15003954448,-6.05757575758,-6.1824742268,-31.4,-30.3512786049,-0.938699338295,-0.951515151515,-0.971134020619,,,,,,,,,,,390.1,558.6,,,6774041.0,odd,asymm,6773471.0,6774614.0,1770.0,18.0,lower,-32.1684136693,-32.1684136693,-21.6,-37.2,,,512.0,588.951278605,588.951278605,-1.04872139513,-1.04872139513,170.5,199.8,,,590.0,-206.0,-7.0,True,004A,left__,first,563.9
221.196689571,1.0,control,0.0,27.0,184.333333333,kitchen,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,558.0,314.0,257.0,176,,,6777781.0,6778054,,,19.3,5.84213200572,0.177034303204,5.84213200572,0.177034303204,0.0316933020202,0.0316933020202,,-0.0316933020202,0.584848484848,0.104701627486,,-0.104701627486,52.9,39.4421320057,1.19521612139,39.4421320057,1.19521612139,0.213971783033,0.213971783033,,-0.213971783033,1.60303030303,0.286980108499,,-0.286980108499,,,,,,,,,,,,,,,,,,,,,,,,,,,531.3,564.9,,,30.4,37.6922928151,1.396010845,0.921212121212,1.12592592593,20.3,27.5922928151,1.02193677093,0.615151515152,0.751851851852,,,,,,,,,,,207.4,197.3,,,undefined,PP13.asc,2.0,overlap,433.0,left,466.279724387,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon,0.0,2.0,asymm_kitchen_spoon,1.0,2.0,2.0,right,351.0,541.0,227.0,6777734.0,6778040,,,2.0,47.0,14,,,190.0,463,,,143.0,449,,,3.0,yes,180.0,240.0,10.5,-2.95786799428,-0.0896323634631,-2.95786799428,-0.0896323634631,-0.0160463001498,-0.0160463001498,0.318181818182,0.0569620253165,22.8,9.34213200572,0.283094909264,9.34213200572,0.283094909264,0.0506806437923,0.0506806437923,0.690909090909,0.123688969259,,,,,,,,,,,,,,,,,,,522.5,534.8,,,204.0,211.292292815,7.82564047463,6.18181818182,7.55555555556,18.4,25.6922928151,0.951566400558,0.557575757576,0.681481481481,,,,,,,,,,,381.0,195.4,,,6777591.0,odd,asymm,6777031.0,6778132.0,1771.0,19.0,upper,13.4578679943,13.4578679943,19.2,47.2,,,512.0,169.707707185,169.707707185,-7.29229281505,-7.29229281505,-191.7,-187.8,,,177.0,207.0,6.0,True,004A,right__,first,591.4
612.887454548,1.0,control,0.0,32.3333333333,176.333333333,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,578.0,331.0,193.0,640,,,6785167.0,6785374,,,-1.4,31.8045987775,0.963775720529,31.8045987775,0.963775720529,0.180366344674,0.180366344674,,0.180366344674,-0.0424242424242,-0.00793950850662,,-0.00793950850662,-32.7,0.504598777466,0.0152908720444,0.504598777466,0.0152908720444,0.0028616187758,0.0028616187758,,0.0028616187758,-0.990909090909,-0.185444234405,,-0.185444234405,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6,479.3,,,-15.2,-15.3729809649,-0.475453019533,-0.460606060606,-0.470103092784,-4.4,-4.57298096491,-0.141432400977,-0.133333333333,-0.136082474227,,,,,,,,,,,541.8,552.6,,,undefined,PP13.asc,2.0,zero,833.0,right,481.394054197,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,0.0,2.0,asymm_garage_paintbrush,1.0,2.0,1.0,left,744.0,949.0,618.0,6785127.0,6785362,,,2.0,40.0,12,,,205.0,412,,,165.0,400,,,3.0,yes,180.0,240.0,6.3,39.5045987775,1.19710905386,39.5045987775,1.19710905386,0.22403364146,0.22403364146,0.190909090909,0.0357277882798,-7.0,26.2045987775,0.794078750832,26.2045987775,0.794078750832,0.148608310647,0.148608310647,-0.212121212121,-0.0396975425331,,,,,,,,,,,,,,,,,,,518.3,505.0,,,-168.9,-169.072980965,-5.22906126696,-5.11818181818,-5.22371134021,1.8,1.62701903509,0.0503201763431,0.0545454545455,0.0556701030928,,,,,,,,,,,388.1,558.8,,,6784962.0,odd,asymm,6784382.0,6785911.0,1773.0,21.0,lower,-33.2045987775,-33.2045987775,-6.2,-42.0,,,512.0,557.172980965,557.172980965,0.172980964907,0.172980964907,172.5,163.3,,,557.0,-173.0,-6.0,True,004A,left__,first,541.8
277.182014774,1.0,control,0.0,22.0,144.666666667,kitchen,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,546.0,425.0,257.0,242,,,6823101.0,6823373,,,-3.9,-4.66410274808,-0.141336446912,-4.66410274808,-0.141336446912,-0.0322403415766,-0.0322403415766,,0.0322403415766,-0.118181818182,-0.0269585253456,,0.0269585253456,27.3,26.5358972519,0.804118098543,26.5358972519,0.804118098543,0.183427861188,0.183427861188,,-0.183427861188,0.827272727273,0.188709677419,,-0.188709677419,,,,,,,,,,,,,,,,,,,,,,,,,,,508.1,539.3,,,17.7,23.8935068806,1.08606849457,0.536363636364,0.804545454545,7.5,13.6935068806,0.622432130935,0.227272727273,0.340909090909,,,,,,,,,,,182.7,172.5,,,undefined,PP13.asc,2.0,overlap,499.0,left,430.119151347,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,1.0,peeler,0.0,3.0,asymm_kitchen_peeler,1.0,3.0,2.0,right,423.0,708.0,283.0,6823072.0,6823360,,,2.0,29.0,13,,,285.0,557,,,256.0,544,,,3.0,yes,180.0,240.0,13.4,12.6358972519,0.382905977331,12.6358972519,0.382905977331,0.0873449118796,0.0873449118796,0.406060606061,0.0926267281106,-0.7,-1.46410274808,-0.044366749942,-1.46410274808,-0.044366749942,-0.0101205259084,-0.0101205259084,-0.0212121212121,-0.00483870967742,,,,,,,,,,,,,,,,,,,525.4,511.3,,,178.0,184.193506881,8.37243213093,5.39393939394,8.09090909091,6.6,12.7935068806,0.581523040026,0.2,0.3,,,,,,,,,,,343.0,171.6,,,6822816.0,odd,asymm,6822266.0,6823524.0,1783.0,31.0,upper,0.764102748085,0.764102748085,-1.2,23.5,,,512.0,158.806493119,158.806493119,-6.19350688056,-6.19350688056,-207.0,-211.3,,,165.0,219.0,6.0,True,004A,right__,first,566.7
358.85355111,1.0,control,0.0,27.0,184.333333333,kitchen,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,552.0,329.0,151.0,288,111,,6830323.0,6830490,6830805,,-35.2,-21.7421320057,-0.658852485022,-21.7421320057,-0.658852485022,-0.117950083214,-0.117950083214,,-0.117950083214,-1.06666666667,-0.19095840868,,-0.19095840868,-66.0,-52.5421320057,-1.59218581836,-52.5421320057,-1.59218581836,-0.285038690809,-0.285038690809,,-0.285038690809,-2.0,-0.358047016275,,-0.358047016275,33.2,46.6578679943,1.41387478771,46.6578679943,1.41387478771,0.253116824562,0.253116824562,,0.253116824562,1.00606060606,0.180108499096,,0.180108499096,,,,,,,,,,,,,,476.8,446.0,545.2,,15.7,22.9922928151,0.851566400558,0.475757575758,0.581481481481,-11.2,-3.90770718495,-0.144729895739,-0.339393939394,-0.414814814815,-11.8,-4.50770718495,-0.166952117961,-0.357575757576,-0.437037037037,,,,,,166.7,139.8,139.2,,undefined,PP13.asc,3.0,overlap,550.0,right,429.130539122,black,32.0,D,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon,0.0,3.0,asymm_kitchen_spoon,1.0,3.0,2.0,right,499.0,695.0,366.0,6830277.0,6830476,6830780,,3.0,46.0,14,25,,196.0,363,678,,150.0,349,653,,3.0,yes,180.0,240.0,-5.0,8.45786799428,0.25629903013,8.45786799428,0.25629903013,0.045883551506,0.045883551506,-0.151515151515,-0.0271247739602,-37.1,-23.6421320057,-0.716428242598,-23.6421320057,-0.716428242598,-0.128257497319,-0.128257497319,-1.12424242424,-0.201265822785,-70.3,-56.8421320057,-1.72248884866,-56.8421320057,-1.72248884866,-0.308365996414,-0.308365996414,-2.1303030303,-0.381374321881,,,,,,,,,,507.0,474.9,441.7,,231.2,238.492292815,8.83304788204,7.00606060606,8.56296296296,-1.7,5.59229281505,0.207121956113,-0.0515151515152,-0.062962962963,-7.7,-0.407707184946,-0.0151002661091,-0.233333333333,-0.285185185185,,,,,,382.2,149.3,143.3,,6830127.0,odd,asymm,6829567.0,6830822.0,1785.0,33.0,upper,-13.4578679943,-13.4578679943,-37.9,-67.5,31.8,,512.0,143.707707185,143.707707185,-7.29229281505,-7.29229281505,-231.1,-240.5,-235.3,,151.0,233.0,6.0,True,004A,left__,first,550.7
