RT,accuracy,aff_lum,block_count,boxHeight,boxWidth,cat,catch_trial,checkFixDotFailed,checkObjectFailed,comp,contrast_side,corrDirection,corrDirectionMask,correct_response,cutoff_warning_msg,dev_for_warning,durCheck1,durCheck2,durationFix1,durationFix2,durationFix3,durationFix4,eTimeSacc1,eTimeSacc2,eTimeSacc3,eTimeSacc4,endX1,endX1Corr,endX1CorrDegrees,endX1CorrMask,endX1CorrMaskDegrees,endX1CorrMaskNorm,endX1CorrNorm,endX1CorrNormToContrast,endX1CorrNormToHandle,endX1Degrees,endX1Norm,endX1NormToContrast,endX1NormToHandle,endX2,endX2Corr,endX2CorrDegrees,endX2CorrMask,endX2CorrMaskDegrees,endX2CorrMaskNorm,endX2CorrNorm,endX2CorrNormToContrast,endX2CorrNormToHandle,endX2Degrees,endX2Norm,endX2NormToContrast,endX2NormToHandle,endX3,endX3Corr,endX3CorrDegrees,endX3CorrMask,endX3CorrMaskDegrees,endX3CorrMaskNorm,endX3CorrNorm,endX3CorrNormToContrast,endX3CorrNormToHandle,endX3Degrees,endX3Norm,endX3NormToContrast,endX3NormToHandle,endX4,endX4Corr,endX4CorrDegrees,endX4CorrMask,endX4CorrMaskDegrees,endX4CorrMaskNorm,endX4CorrNorm,endX4CorrNormToContrast,endX4CorrNormToHandle,endX4Degrees,endX4Norm,endX4NormToContrast,endX4NormToHandle,endXRaw1,endXRaw2,endXRaw3,endXRaw4,endY1,endY1Corr,endY1CorrNorm,endY1Degrees,endY1Norm,endY2,endY2Corr,endY2CorrNorm,endY2Degrees,endY2Norm,endY3,endY3Corr,endY3CorrNorm,endY3Degrees,endY3Norm,endY4,endY4Corr,endY4CorrNorm,endY4Degrees,endY4Norm,endYRaw1,endYRaw2,endYRaw3,endYRaw4,eye_used,file,fixCount,gap,gazeDur,handle_side,jitter_dur,large_fix_col,large_fix_size,latin_square_letter,mask_side,max_dev_fix,max_dev_object,max_samples,min_samples_fix,min_samples_object,n_blink,object,outlier,overall_rep,picture_name,refixProb,rep,response,response_hand,rtFromLanding,rtFromStim,rtFromSuccess,sTimeSacc1,sTimeSacc2,sTimeSacc3,sTimeSacc4,saccCount,saccDur1,saccDur2,saccDur3,saccDur4,saccLandingTime1,saccLandingTime2,saccLandingTime3,saccLandingTime4,saccLat1,saccLat2,saccLat3,saccLat4,scale,scale_item,scaled_height,scaled_width,startX1,startX1Corr,startX1CorrDegrees,startX1CorrMask,startX1CorrMaskDegrees,startX1CorrMaskNorm,startX1CorrNorm,startX1Degrees,startX1Norm,startX2,startX2Corr,startX2CorrDegrees,startX2CorrMask,startX2CorrMaskDegrees,startX2CorrMaskNorm,startX2CorrNorm,startX2Degrees,startX2Norm,startX3,startX3Corr,startX3CorrDegrees,startX3CorrMask,startX3CorrMaskDegrees,startX3CorrMaskNorm,startX3CorrNorm,startX3Degrees,startX3Norm,startX4,startX4Corr,startX4CorrDegrees,startX4CorrMask,startX4CorrMaskDegrees,startX4CorrMaskNorm,startX4CorrNorm,startX4Degrees,startX4Norm,startXRaw1,startXRaw2,startXRaw3,startXRaw4,startY1,startY1Corr,startY1CorrNorm,startY1Degrees,startY1Norm,startY2,startY2Corr,startY2CorrNorm,startY2Degrees,startY2Norm,startY3,startY3Corr,startY3CorrNorm,startY3Degrees,startY3Norm,startY4,startY4Corr,startY4CorrNorm,startY4Degrees,startY4Norm,startYRaw1,startYRaw2,startYRaw3,startYRaw4,stimOnset,subject_parity,symm,timestampFixOnset,timestampResponse,trialId,trial_count,visual_field,xCoG,xCoGMask,xFix1,xFix2,xFix3,xFix4,xStimNormal,yCoG,yCoGMask,yCoGMaskZero,yCoGZero,yFix1,yFix2,yFix3,yFix4,yStimNormal,y_stim,y_stim_degrees,driftCorr,exp,heavySide,half,sacc_dir
397.020589649,1.0,control,3.0,21.3333333333,176.333333333,kitchen,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,529.0,332.0,622.0,,,,13192166.0,,,,-18.2,-16.3847589548,-0.496507847116,-16.3847589548,-0.496507847116,-0.0929192379291,-0.0929192379291,,0.0929192379291,-0.551515151515,-0.103213610586,,0.103213610586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.8,,,,7.7,15.5248962657,0.727729512456,0.233333333333,0.3609375,,,,,,,,,,,,,,,,599.7,,,,undefined,PP17.asc,1.0,overlap,622.0,left,412.29808935,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,knife,0.0,18.0,asymm_kitchen_knife,0.0,1.0,1.0,left,530.0,736.0,404.0,13192129.0,,,,1.0,37.0,,,,206.0,,,,169.0,,,,3.0,yes,180.0,240.0,12.2,14.0152410452,0.424704274096,14.0152410452,0.424704274096,0.0794815182146,0.0794815182146,0.369696969697,0.0691871455577,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.2,,,,-204.0,-196.175103734,-9.19570798754,-6.18181818182,-9.5625,,,,,,,,,,,,,,,,388.0,,,,13191960.0,odd,asymm,13191420.0,13192696.0,4373.0,293.0,lower,-1.81524104517,-1.81524104517,-9.1,,,,512.0,584.175103734,584.175103734,-7.82489626572,-7.82489626572,208.1,,,,592.0,-208.0,-7.0,True,004A,left__,second,599.7
399.137300953,1.0,control,3.0,32.0,176.0,garage,no,False,False,compatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,969.0,351.0,154.0,469,,,13201327.0,13201491,,,-40.6,-19.4741921447,-0.590127034689,-19.4741921447,-0.590127034689,-0.110648819004,-0.110648819004,,-0.110648819004,-1.2303030303,-0.230681818182,,-0.230681818182,-51.2,-30.0741921447,-0.911339155901,-30.0741921447,-0.911339155901,-0.170876091731,-0.170876091731,,-0.170876091731,-1.55151515152,-0.290909090909,,-0.290909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,471.4,460.8,,,15.2,13.4981664974,0.421817703043,0.460606060606,0.475,3.6,1.89816649739,0.0593177030433,0.109090909091,0.1125,,,,,,,,,,,624.2,612.6,,,undefined,PP17.asc,2.0,overlap,623.0,right,513.978573034,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,wrench,0.0,18.0,asymm_garage_wrench,1.0,1.0,2.0,right,539.0,755.0,404.0,13201285.0,13201483,,,2.0,42.0,8,,,216.0,380,,,174.0,372,,,3.0,yes,180.0,240.0,-2.1,19.0258078553,0.576539631978,19.0258078553,0.576539631978,0.108101180996,0.108101180996,-0.0636363636364,-0.0119318181818,-37.2,-16.0741921447,-0.487096731659,-16.0741921447,-0.487096731659,-0.091330637186,-0.091330637186,-1.12727272727,-0.211363636364,,,,,,,,,,,,,,,,,,,509.9,474.8,,,-219.4,-221.101833503,-6.90943229696,-6.64848484848,-6.85625,7.6,5.89816649739,0.184317703043,0.230303030303,0.2375,,,,,,,,,,,389.6,616.6,,,13201111.0,odd,asymm,13200131.0,13201866.0,4375.0,295.0,lower,-21.1258078553,-21.1258078553,-36.5,-53.3,,,512.0,610.701833503,610.701833503,1.70183350261,1.70183350261,230.7,226.2,,,609.0,-225.0,-7.0,True,004A,left__,second,624.2
277.864793618,1.0,control,3.0,21.3333333333,176.333333333,kitchen,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,425.0,398.0,518.0,,,,13252067.0,,,,19.3,17.4847589548,0.529841180449,17.4847589548,0.529841180449,0.0991574231843,0.0991574231843,,0.0991574231843,0.584848484848,0.109451795841,,0.109451795841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.3,,,,-26.7,-18.8751037343,-0.884770487544,-0.809090909091,-1.2515625,,,,,,,,,,,,,,,,159.3,,,,undefined,PP17.asc,1.0,overlap,518.0,right,289.116449589,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,knife,0.0,19.0,asymm_kitchen_knife,0.0,2.0,1.0,left,421.0,681.0,283.0,13252022.0,,,,1.0,45.0,,,,260.0,,,,215.0,,,,3.0,yes,180.0,240.0,18.3,16.4847589548,0.499538150146,16.4847589548,0.499538150146,0.0934863456796,0.0934863456796,0.554545454545,0.103780718336,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.3,,,,200.3,208.124896266,9.75585451246,6.0696969697,9.3890625,,,,,,,,,,,,,,,,386.3,,,,13251807.0,odd,asymm,13251376.0,13252488.0,4387.0,307.0,upper,1.81524104517,1.81524104517,18.7,,,,512.0,178.175103734,178.175103734,-7.82489626572,-7.82489626572,-201.5,,,,186.0,198.0,5.0,True,004A,right__,second,543.3
305.305718423,1.0,control,3.0,64.3333333333,165.666666667,garage,no,False,False,compatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,576.0,330.0,541.0,,,,13272516.0,,,,-28.3,20.9380396484,0.634486049953,20.9380396484,0.634486049953,0.126386557234,0.126386557234,,0.126386557234,-0.857575757576,-0.170824949698,,-0.170824949698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.7,,,,9.8,3.9495749726,0.061392357087,0.29696969697,0.152331606218,,,,,,,,,,,,,,,,598.8,,,,undefined,PP17.asc,1.0,zero,541.0,right,479.094926577,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,hammer,0.0,16.0,asymm_garage_hammer,0.0,1.0,2.0,right,444.0,641.0,311.0,13272477.0,,,,1.0,39.0,,,,197.0,,,,158.0,,,,3.0,yes,180.0,240.0,2.8,52.0380396484,1.57691029238,52.0380396484,1.57691029238,0.314112915383,0.314112915383,0.0848484848485,0.0169014084507,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.8,,,,-201.1,-206.950425027,-3.21684598488,-6.09393939394,-3.12590673575,,,,,,,,,,,,,,,,387.9,,,,13272319.0,odd,asymm,13271739.0,13272960.0,4392.0,312.0,lower,-49.2380396484,-49.2380396484,-23.6,,,,512.0,594.850425027,594.850425027,5.8504250274,5.8504250274,202.5,,,,589.0,-205.0,-7.0,True,004A,left__,second,598.8
334.063701296,1.0,control,3.0,29.3333333333,173.333333333,garage,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,475.0,398.0,217.0,,,,13284458.0,,,,0.2,1.40575132064,0.0425985248678,1.40575132064,0.0425985248678,0.00811010377292,0.00811010377292,,-0.00811010377292,0.00606060606061,0.00115384615385,,-0.00115384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.2,,,,-10.7,-9.41475380049,-0.320957515926,-0.324242424242,-0.364772727273,,,,,,,,,,,,,,,,590.3,,,,undefined,PP17.asc,1.0,overlap,217.0,left,337.955332213,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,1.0,chisel2,0.0,19.0,asymm_garage_chisel2,0.0,2.0,2.0,right,471.0,739.0,341.0,13284421.0,,,,1.0,37.0,,,,268.0,,,,231.0,,,,3.0,yes,180.0,240.0,-10.1,-8.89424867936,-0.269522687253,-8.89424867936,-0.269522687253,-0.0513129731502,-0.0513129731502,-0.306060606061,-0.0582692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.9,,,,-207.5,-206.2147538,-7.03004842502,-6.28787878788,-7.07386363636,,,,,,,,,,,,,,,,393.5,,,,13284190.0,odd,asymm,13283710.0,13284929.0,4395.0,315.0,lower,-1.20575132064,-1.20575132064,3.2,,,,512.0,599.7147538,599.7147538,-1.28524619951,-1.28524619951,200.8,,,,601.0,-217.0,-7.0,True,004A,left__,second,590.3
270.554980699,1.0,control,3.0,32.3333333333,187.0,kitchen,no,False,False,compatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,524.0,406.0,502.0,,,,13304519.0,,,,-7.1,-39.2684136693,-1.18995192937,-39.2684136693,-1.18995192937,-0.209991516948,-0.209991516948,,0.209991516948,-0.215151515152,-0.0379679144385,,0.0379679144385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.9,,,,-46.7,-45.6512786049,-1.41189521458,-1.41515151515,-1.44432989691,,,,,,,,,,,,,,,,529.3,,,,undefined,PP17.asc,1.0,overlap,502.0,left,393.778291912,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,fork,0.0,17.0,asymm_kitchen_fork,0.0,1.0,1.0,left,406.0,683.0,277.0,13304479.0,,,,1.0,40.0,,,,277.0,,,,237.0,,,,3.0,yes,180.0,240.0,-0.6,-32.7684136693,-0.992982232402,-32.7684136693,-0.992982232402,-0.175232158659,-0.175232158659,-0.0181818181818,-0.00320855614973,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.4,,,,-194.8,-193.751278605,-5.99230758572,-5.90303030303,-6.02474226804,,,,,,,,,,,,,,,,381.2,,,,13304242.0,odd,asymm,13303712.0,13304925.0,4399.0,319.0,lower,32.1684136693,32.1684136693,0.1,,,,512.0,574.951278605,574.951278605,-1.04872139513,-1.04872139513,156.8,,,,576.0,-192.0,-6.0,True,004A,right__,second,529.3
724.675792694,1.0,control,3.0,32.3333333333,176.333333333,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,516.0,355.0,258.0,685,,,13335207.0,13335482,,,27.4,-5.80459877747,-0.17589693265,-5.80459877747,-0.17589693265,-0.0329183295508,-0.0329183295508,,0.0329183295508,0.830303030303,0.155387523629,,-0.155387523629,30.7,-2.50459877747,-0.0758969326505,-2.50459877747,-0.0758969326505,-0.0142037737853,-0.0142037737853,,0.0142037737853,0.930303030303,0.174102079395,,-0.174102079395,,,,,,,,,,,,,,,,,,,,,,,,,,,539.4,542.7,,,0.6,0.427019035093,0.0132067742812,0.0181818181818,0.0185567010309,-8.0,-8.17298096491,-0.252772607162,-0.242424242424,-0.247422680412,,,,,,,,,,,195.6,187.0,,,undefined,PP17.asc,2.0,zero,943.0,left,381.332453981,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,0.0,18.0,asymm_garage_paintbrush,1.0,3.0,2.0,right,864.0,1085.0,730.0,13335165.0,13335467,,,2.0,42.0,15,,,221.0,496,,,179.0,481,,,3.0,yes,180.0,240.0,15.8,-17.4045987775,-0.527412084166,-17.4045987775,-0.527412084166,-0.0987028286057,-0.0987028286057,0.478787878788,0.0896030245747,25.2,-8.00459877747,-0.242563599317,-8.00459877747,-0.242563599317,-0.0453947000612,-0.0453947000612,0.763636363636,0.142911153119,,,,,,,,,,,,,,,,,,,527.8,537.2,,,187.4,187.227019035,5.79052636191,5.67878787879,5.79587628866,23.1,22.9270190351,0.709083062941,0.7,0.714432989691,,,,,,,,,,,382.4,218.1,,,13334986.0,odd,asymm,13334466.0,13336071.0,4406.0,326.0,upper,33.2045987775,33.2045987775,23.2,27.7,,,512.0,195.172980965,195.172980965,0.172980964907,0.172980964907,-168.4,-190.1,,,195.0,189.0,5.0,True,004A,right__,second,579.6
439.455127195,1.0,control,3.0,27.0,184.333333333,kitchen,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,589.0,378.0,459.0,183,,,13399710.0,13400189,,,33.3,19.8421320057,0.601276727446,19.8421320057,0.601276727446,0.107642669109,0.107642669109,,-0.107642669109,1.00909090909,0.180650994575,,-0.180650994575,78.0,64.5421320057,1.95582218199,64.5421320057,1.95582218199,0.350138148313,0.350138148313,,-0.350138148313,2.36363636364,0.423146473779,,-0.423146473779,,,,,,,,,,,,,,,,,,,,,,,,,,,545.3,590.0,,,-37.8,-30.5077071849,-1.12991508092,-1.14545454545,-1.4,-17.1,-9.80770718495,-0.363248414257,-0.518181818182,-0.633333333333,,,,,,,,,,,551.2,571.9,,,undefined,PP17.asc,2.0,zero,642.0,left,445.840204301,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon,0.0,20.0,asymm_kitchen_spoon,1.0,3.0,1.0,left,569.0,826.0,448.0,13399660.0,13400171,,,2.0,50.0,18,,,257.0,736,,,207.0,718,,,3.0,yes,180.0,240.0,16.6,3.14213200572,0.0952161213854,3.14213200572,0.0952161213854,0.0170459240817,0.0170459240817,0.50303030303,0.0900542495479,32.2,18.7421320057,0.567943394113,18.7421320057,0.567943394113,0.101675218838,0.101675218838,0.975757575758,0.174683544304,,,,,,,,,,,,,,,,,,,528.6,544.2,,,-213.3,-206.007707185,-7.62991508092,-6.46363636364,-7.9,-20.5,-13.2077071849,-0.489174340183,-0.621212121212,-0.759259259259,,,,,,,,,,,375.7,568.5,,,13399453.0,odd,asymm,13398853.0,13400279.0,4418.0,338.0,lower,13.4578679943,13.4578679943,32.8,81.3,,,512.0,581.707707185,581.707707185,-7.29229281505,-7.29229281505,181.9,189.9,,,589.0,-205.0,-7.0,True,004A,right__,second,551.2
215.227740364,1.0,control,3.0,22.0,144.666666667,kitchen,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,926.0,529.0,448.0,,,,13512946.0,,,,-20.7,-19.9358972519,-0.604118098543,-19.9358972519,-0.604118098543,-0.137805741373,-0.137805741373,,-0.137805741373,-0.627272727273,-0.143087557604,,-0.143087557604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.3,,,,13.6,19.7935068806,0.899704858207,0.412121212121,0.618181818182,,,,,,,,,,,,,,,,211.6,,,,undefined,PP17.asc,1.0,overlap,448.0,right,449.280823863,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,peeler,0.0,19.0,asymm_kitchen_peeler,0.0,4.0,1.0,left,352.0,753.0,224.0,13512887.0,,,,1.0,59.0,,,,401.0,,,,342.0,,,,3.0,yes,180.0,240.0,5.2,5.96410274808,0.180730386306,5.96410274808,0.180730386306,0.0412265166918,0.0412265166918,0.157575757576,0.0359447004608,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.2,,,,197.6,203.793506881,9.26334122184,5.98787878788,8.98181818182,,,,,,,,,,,,,,,,395.6,,,,13512545.0,odd,asymm,13511615.0,13513298.0,4434.0,354.0,upper,-0.764102748085,-0.764102748085,-22.5,,,,512.0,191.806493119,191.806493119,-6.19350688056,-6.19350688056,-179.3,,,,198.0,186.0,5.0,True,004A,left__,second,595.6
606.129571085,1.0,control,3.0,32.0,176.0,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,535.0,437.0,206.0,622,,,13701043.0,13701265,,,22.9,1.77419214474,0.0537633983254,1.77419214474,0.0537633983254,0.010080637186,0.010080637186,,-0.010080637186,0.693939393939,0.130113636364,,-0.130113636364,50.5,29.3741921447,0.890127034689,29.3741921447,0.890127034689,0.166898819004,0.166898819004,,-0.166898819004,1.5303030303,0.286931818182,,-0.286931818182,,,,,,,,,,,,,,,,,,,,,,,,,,,534.9,562.5,,,-1.6,-3.30183350261,-0.103182296957,-0.0484848484848,-0.05,4.2,2.49816649739,0.0780677030433,0.127272727273,0.13125,,,,,,,,,,,208.4,214.2,,,undefined,PP17.asc,2.0,overlap,828.0,left,411.942672761,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,wrench,0.0,23.0,asymm_garage_wrench,1.0,6.0,2.0,right,751.0,1048.0,611.0,13700998.0,13701251,,,2.0,45.0,14,,,297.0,519,,,252.0,505,,,3.0,yes,180.0,240.0,-9.5,-30.6258078553,-0.928054783493,-30.6258078553,-0.928054783493,-0.174010271905,-0.174010271905,-0.287878787879,-0.0539772727273,24.0,2.87419214474,0.0870967316587,2.87419214474,0.0870967316587,0.016330637186,0.016330637186,0.727272727273,0.136363636364,,,,,,,,,,,,,,,,,,,502.5,536.0,,,173.8,172.098166497,5.37806770304,5.26666666667,5.43125,19.4,17.6981664974,0.553067703043,0.587878787879,0.60625,,,,,,,,,,,383.8,229.4,,,13700746.0,odd,asymm,13700206.0,13701794.0,4459.0,379.0,upper,21.1258078553,21.1258078553,22.3,48.7,,,512.0,211.701833503,211.701833503,1.70183350261,1.70183350261,-156.7,-163.2,,,210.0,174.0,5.0,True,004A,right__,second,592.4
337.688370975,1.0,control,3.0,24.0,176.0,garage,no,False,False,incompatible,control, 'correction towardsHandle', 'correction towardsHandle',2.0,85.0,150.0,530.0,436.0,560.0,,,,13708836.0,,,,-37.0,-12.4235644182,-0.376471649036,-12.4235644182,-0.376471649036,-0.0705884341942,-0.0705884341942,,0.0705884341942,-1.12121212121,-0.210227272727,,0.210227272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.0,,,,0.8,3.89725987834,0.162385828264,0.0242424242424,0.0333333333333,,,,,,,,,,,,,,,,152.8,,,,undefined,PP17.asc,1.0,zero,560.0,left,392.642687522,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel,0.0,21.0,asymm_garage_chisel,0.0,6.0,2.0,right,461.0,780.0,344.0,13708775.0,,,,1.0,61.0,,,,319.0,,,,258.0,,,,3.0,yes,180.0,240.0,-2.0,22.5764355818,0.68413441157,22.5764355818,0.68413441157,0.128275202169,0.128275202169,-0.0606060606061,-0.0113636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,,,,239.3,242.397259878,10.0998858283,7.25151515152,9.97083333333,,,,,,,,,,,,,,,,391.3,,,,13708517.0,odd,asymm,13707977.0,13709297.0,4461.0,381.0,upper,-24.5764355818,-24.5764355818,-39.8,,,,512.0,148.902740122,148.902740122,-3.09725987834,-3.09725987834,-245.4,,,,152.0,232.0,6.0,True,004A,left__,second,536.8
342.490956639,1.0,control,3.0,42.6666666667,176.0,kitchen,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,516.0,334.0,227.0,312,,,13714232.0,13714484,,,5.6,17.6262630064,0.534129182012,17.6262630064,0.534129182012,0.100149221627,0.100149221627,,0.100149221627,0.169696969697,0.0318181818182,,0.0318181818182,-50.4,-38.3737369936,-1.16284051496,-38.3737369936,-1.16284051496,-0.218032596555,-0.218032596555,,-0.218032596555,-1.52727272727,-0.286363636364,,-0.286363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,517.6,461.6,,,-18.1,-20.5647558943,-0.481986466273,-0.548484848485,-0.42421875,-18.8,-21.2647558943,-0.498392716273,-0.569696969697,-0.440625,,,,,,,,,,,142.9,142.2,,,undefined,PP17.asc,2.0,zero,539.0,right,390.650349046,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon2,0.0,22.0,asymm_kitchen_spoon2,1.0,6.0,1.0,left,468.0,682.0,348.0,13714172.0,13714461,,,2.0,60.0,23,,,214.0,466,,,154.0,443,,,3.0,yes,180.0,240.0,22.9,34.9262630064,1.05837160625,34.9262630064,1.05837160625,0.198444676173,0.198444676173,0.693939393939,0.130113636364,10.8,22.8262630064,0.691704939588,22.8262630064,0.691704939588,0.129694676173,0.129694676173,0.327272727273,0.0613636363636,,,,,,,,,,,,,,,,,,,534.9,522.8,,,202.8,200.335244106,4.69535728373,6.14545454545,4.753125,-28.5,-30.9647558943,-0.725736466273,-0.863636363636,-0.66796875,,,,,,,,,,,363.8,132.5,,,13714018.0,odd,asymm,13713498.0,13714700.0,4462.0,382.0,upper,-12.0262630064,-12.0262630064,7.1,-45.8,,,512.0,163.464755894,163.464755894,2.46475589433,2.46475589433,-252.6,-239.2,,,161.0,223.0,6.0,True,004A,left__,second,526.9
414.548539815,1.0,control,4.0,32.3333333333,176.333333333,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,557.0,446.0,182.0,462,,,13816498.0,13816696,,,25.8,-7.40459877747,-0.224381781135,-7.40459877747,-0.224381781135,-0.0419920535584,-0.0419920535584,,0.0419920535584,0.781818181818,0.146313799622,,-0.146313799622,60.4,27.1954012225,0.82410306735,27.1954012225,0.82410306735,0.154227228105,0.154227228105,,-0.154227228105,1.8303030303,0.342533081285,,-0.342533081285,,,,,,,,,,,,,,,,,,,,,,,,,,,537.8,572.4,,,20.8,20.6270190351,0.637949042322,0.630303030303,0.643298969072,12.9,12.7270190351,0.393619145415,0.390909090909,0.398969072165,,,,,,,,,,,623.8,615.9,,,undefined,PP17.asc,2.0,zero,644.0,left,460.732006435,black,32.0,F,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,0.0,22.0,asymm_garage_paintbrush,1.0,1.0,2.0,right,559.0,868.0,422.0,13816459.0,13816682,,,2.0,39.0,14,,,309.0,507,,,270.0,493,,,3.0,yes,180.0,240.0,13.9,-19.3045987775,-0.584987841741,-19.3045987775,-0.584987841741,-0.109477875865,-0.109477875865,0.421212121212,0.0788279773157,28.6,-4.60459877747,-0.139533296287,-4.60459877747,-0.139533296287,-0.0261130365452,-0.0261130365452,0.866666666667,0.162192816635,,,,,,,,,,,,,,,,,,,525.9,540.6,,,-221.0,-221.172980965,-6.84040147314,-6.69696969697,-6.83505154639,13.3,13.1270190351,0.405990279436,0.40303030303,0.411340206186,,,,,,,,,,,382.0,616.3,,,13816189.0,odd,asymm,13815629.0,13817057.0,4473.0,393.0,lower,33.2045987775,33.2045987775,27.3,65.9,,,512.0,603.172980965,603.172980965,0.172980964907,0.172980964907,231.6,230.8,,,603.0,-219.0,-7.0,True,004A,right__,second,623.8
366.073419869,1.0,control,4.0,27.0,184.333333333,kitchen,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,553.0,411.0,603.0,,,,13825455.0,,,,-51.2,-37.7421320057,-1.14370096987,-37.7421320057,-1.14370096987,-0.204749359886,-0.204749359886,,-0.204749359886,-1.55151515152,-0.277757685353,,-0.277757685353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.8,,,,-4.5,2.79229281505,0.103418252409,-0.136363636364,-0.166666666667,,,,,,,,,,,,,,,,560.5,,,,undefined,PP17.asc,1.0,overlap,603.0,right,434.952465948,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon,0.0,23.0,asymm_kitchen_spoon,0.0,1.0,1.0,left,507.0,782.0,371.0,13825416.0,,,,1.0,39.0,,,,275.0,,,,236.0,,,,3.0,yes,180.0,240.0,3.5,16.9578679943,0.513874787705,16.9578679943,0.513874787705,0.0919956672384,0.0919956672384,0.106060606061,0.0189873417722,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.5,,,,-183.9,-176.607707185,-6.54102619204,-5.57272727273,-6.81111111111,,,,,,,,,,,,,,,,381.1,,,,13825180.0,odd,asymm,13824620.0,13825962.0,4475.0,395.0,lower,-13.4578679943,-13.4578679943,-43.9,,,,512.0,557.707707185,557.707707185,-7.29229281505,-7.29229281505,178.9,,,,565.0,-181.0,-6.0,True,004A,left__,second,560.5
